projection_candidate_id,subject_id,record_family,display_name,runtime_mode,current_decision,blocking_reasons,geometry_reference,publication_reference,read_model_version
readcandidate:nngla:5e7c2241bc78416cf0706378b6a9bd828cffe4d53bcdd5a91f483f1a526ee8da,NG-PLC-000035,PLACE,Eastbridge,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:d127c53cc70abfe912a70a6d7818ad9074f95491709b5a82923a5d6a14c942e1,NG-PLC-000036,PLACE,Hillmark,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:96707c91b42dcafe0f3fc2156d62441fef8d878ed420707581bd99abdb421eb2,NG-PLC-000037,PLACE,Greyhaven,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:6aa0afc8619c31287d25c67736aece6c857f93c9a4868f7c545a7f6fb2838bd6,NG-PLC-000038,PLACE,Willowgate,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:df8d3607b5318eb13360c0a06c9eb26819f19735dc70042db275b5991d572c47,NG-PLC-000039,PLACE,Stoneleigh,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:2dce473b9833cb274183473fe0c11719b4e363c2b9df1cae7257335f7e4fc570,NG-PLC-000040,PLACE,Maple Junction,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:2674081e1bff66dffd5ae3f9343a25eebecee3d2ee9493df0fe187431686f1d2,NG-PLC-000041,PLACE,South Bell,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:66e8a99ec4c6194866de845946c6eae24a90205ef183182a49f84a468de9595d,NG-PLC-000042,PLACE,Orchard End,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:3ec48c2834383270543e27467f28cf5faa6b5c94cdf5868274bf2005b038d1f0,NG-PLC-000043,PLACE,Carrowfield,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:ef4c7961e0e67bc755a274453e690a300c78d2e186de4e123402256f6d46753c,NG-PLC-000044,PLACE,West Carrow,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:7b535838cb3dccc990bbe39b5c369927ad488ef3cd062a6aad1e963ed0ce31e9,NG-PLC-000045,PLACE,Low Crescent,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:c5624247151cf12e75038737788727a73c8b36bd164d0aeda57fd1b3d60e004d,NG-PLC-000046,PLACE,Meridian Gate,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:71a9acda37301acc1dd3c1c04ed99345105cad924d93599421291612181c8039,NG-PLC-000047,PLACE,Railview,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:a960e4b9185ae1564a95de9e1f55ffd1dadaad2338bfc28d7a932ef2fd36fe37,NG-PLC-000048,PLACE,Eastbank,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:94400b6301b600c6e8ff9ad9bfcb8b59a070001e87d29b317f4eb372669e4f95,NG-PLC-000049,PLACE,Lower Ashbourne,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:275be5723c460114658e735fefb3f89549324da459514c222b7f69474a74d64c,NG-PLC-000050,PLACE,Ashbourne Green,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:dc3212b2da780227b0688ff73ba4f66170478b40008e4103553bbc491e4e9adb,NG-PLC-000051,PLACE,Old Crescenton,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:22ae921defdfe79da39738057befcd8fafb3b9d7e18452098cbd50f0a9eadc69,NG-PLC-000052,PLACE,Crescenton Fields,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:52b7d1b19ce00332f381613f3284ce23bdf7a6d3de99c74668e0db4806cbaf86,NG-PLC-000053,PLACE,Elmtree Hollow,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:ca1fe593123dd895c6a5aca69d9c345277c523346bc771603ffb6fe92b8d541b,NG-PLC-000054,PLACE,Elmtree Brook,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:038aefbde63570fc94c9ba0c319f7f3761047824f07e90e6406eb2e87794a81b,NG-PLC-000055,PLACE,Faircross Cross,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:9cb04d8144c623d0bb368b52761a2ddeaffad976dc6c83a7769c4174bb7e045c,NG-PLC-000056,PLACE,Faircross Vale,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:a9876a6f75433dd901261b2e815a5eace0db83f6894c89ed40afb669e5c38bc0,NG-PLC-000057,PLACE,North Kingswell,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:59e58c978a17032f547f4a610a12555d469cf398be3a1f914001ca12cb3eebeb,NG-PLC-000058,PLACE,Kingswell End,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:2d5d43f195b5dc336bb187c0a9d918d60dd21d3b68ad88e470949ac9338645df,NG-PLC-000059,PLACE,Brackenford Heath,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:f6a22d9e14775ff8e617c675562632cdaaf83b16cc68a1f32ce8b0c415f3d3d9,NG-PLC-000060,PLACE,Brackenford Grove,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:eca9c315ef4413015ed021eb6e633e65e631115b0060d660412c426f35c2aed0,NG-PLC-000061,PLACE,Upper Rosehaven,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:fc2445399980ee4329051594b038bcbbcca5bb8ab4233142eabbd5df42ea249c,NG-PLC-000062,PLACE,Rosehaven Meadow,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:1c1a23883f798710d248e086d977031a021aecf04d0a589264a67a0874eec346,NG-PLC-000063,PLACE,Claybourne Ford,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:79e0d75bdc050e74556d91548e2271d94f2343f716152f8e55c4c7ce09e643ee,NG-PLC-000064,PLACE,Claybourne Common,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:c03a662bd40daa7de06a0ae1e456ff896a5e69f23f49e59af2c6914e527ece1f,NG-PLC-000065,PLACE,Little Newstead,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:a147b0bc960829d13e3466104ae1322ceaff730c54873f70e75eb6f135457fb9,NG-PLC-000066,PLACE,Newstead Rise,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:f8a6c0e411c9a1b6a06ece75a292c22d2b2e2754e8a34b9eb204e1f32f01c8ea,NG-PLC-000067,PLACE,Larkspur Hill,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:f51389b597f2afa90f8cdd9ef5109056e5d13135e0b14506cc10ca0e58a58674,NG-PLC-000068,PLACE,Larkspur Springs,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:806736bd7c92315d8b88432312a2dfc7bf94195b41d9a6638a95bc70310c0338,NG-PLC-000069,PLACE,West Eastbridge,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:cebbb19fde36294bbb1e270686db0b90a40594314c5614090238e270c3a4b4ac,NG-PLC-000070,PLACE,Eastbridge Lane,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:18048d319b7ecc4121f5be8898a1aedb17cb3185eb79f108b76844393daef822,NG-PLC-000071,PLACE,Hillmark Wood,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:4bac0d45966c8641afa8684c0cd942fd7aa597a70f2b85444c49a24e219eb8c4,NG-PLC-000072,PLACE,Hillmark Beck,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:29dfccf237ddc1aed82cf571975e074b84ea48f290c77df75a669f8fa326d6b7,NG-PLC-000073,PLACE,South Greyhaven,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:53646a6fa1bad583f2287653ff48004b2419cea3f49ec7067dd9d53d4030ce72,NG-PLC-000074,PLACE,Greyhaven Court,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:606b070afe5baa16ed098730518d544344f17d9ebd45ba8abac893f45716da1e,NG-PLC-000075,PLACE,Willowgate Gate,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:13589d61a23eb062d94605abd9a42a87b327e94992036296b206dd302fc90f26,NG-PLC-000076,PLACE,Willowgate Downs,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:c168171be33745c8ad4f20f8d3c2469fec9b623bf0fbcd676c6f3441f631db27,NG-PLC-000077,PLACE,Stoneleigh Mill,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:7127dfe512a821e523f2e25c4893854199d530992963bc3f1feff530f7f077f5,NG-PLC-000078,PLACE,Stoneleigh Park,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:16edecb8b6a25088a968966ae0771df49b8d14f675092740299cf35bba82dc24,NG-PLC-000079,PLACE,Cedar Market,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:0efeabbee2a034c821e1a86822e3ae4eaa77e51c1aa96095c3741793eb398213,NG-PLC-000080,PLACE,Junction Five,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:5edcca6a547853e6eb5cdba18bce4797c743854226fff0d9512d65649e83ae82,NG-PLC-000081,PLACE,Old Toll,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:e8ff8e5c185bce5ec42701fc3d304848622dddab0907458f1d0820d150c5e828,NG-PLC-000082,PLACE,Farmers' Gate,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:29c705a085885ee01e2339c66558537886c1108d9c40615a699271ca466db55e,NG-PLC-000083,PLACE,Lantern Cross,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:1f96cbe4df73147dd5cb9dcf395397c39bb7d3922c8a6f4671051a93e5256411,NG-PLC-000084,PLACE,Eastline Industrial Park,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:51601d5cd98cf109b3a8423a924691d6f0507ed3e3576aa05256b0ca9d0e660b,NG-PLC-000085,PLACE,Capital Logistics Zone,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:ad698b22d2daeffce189fdf0111adeffbe35a23b81313f9d583e32c636868e1e,NG-PLC-000086,PLACE,Northgate,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:4ce34b5358a31895f5827a9a647d22c7f94d1646e55f74367a3eb4a129bde569,NG-PLC-000087,PLACE,Caelith,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:a85d11777d053918412a4c43a922780057cb6a33ebfc194d885482c5e1e78b93,NG-PLC-000088,PLACE,Skeldrun,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:9bff34d1cc16340b84fc902f81517df5501a8450b336c7cab84cc3c9aedd918d,NG-PLC-000089,PLACE,Pinebarrow,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:c677c78e5ac66bd47bf7e3ac61ab7abae30be5ac5c8faa5b01a3aaaaaa3ad848,NG-PLC-000090,PLACE,Crown Steps,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:fa57d045a6612e8378a183e3dea1462e55eea11f1647cc54ebe984094b525c91,NG-PLC-000091,PLACE,Highgate Core,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:3231a100e1e7e18a3cbb458b3dc65022c2c36013ef5c0b68711ac9c888b426e4,NG-PLC-000092,PLACE,Observatory Ward,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:fa262630b38c9f3ac7ffd32190e2e52554470cf0c48dfbeb0c3434071e0d86b9,NG-PLC-000093,PLACE,Foundry Terrace,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:c598c83b0c25d0aaf0264d32ff1657225745826fe5cf25c980ed565f2e6e1bd5,NG-PLC-000094,PLACE,Old Switchback,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:2439eb1cb0bb81b945fdba9a8f114df18492556bc75f3778ded2a5459efb98f6,NG-PLC-000095,PLACE,Alpine Exchange,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:443088aa4011fea15f07669e10c6654772a349399655b280c27759c2679251db,NG-PLC-000096,PLACE,Northgate University District,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:da84d2b47bc189bd19d58a32c034aa27829ad7dd19f6fa6164918c2c8c56e06e,NG-PLC-000097,PLACE,Cloudline,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:4af97db6db048ac6530c5041d8552ca2dfca5b5ee431425cda8cbf1beeb61d0a,NG-PLC-000098,PLACE,Pineglass,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:ba95e0b304d720690110f0307e3c64bd7d51943f221afb2c3cfbbc1354a7750c,NG-PLC-000099,PLACE,Heather Vale,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:9a8b8d6e2fad9dbc771023d6fd498af3a3a1d54bcf9c673a9fa2b377c21161ea,NG-PLC-000100,PLACE,Slate Gardens,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:cfe995c4b851b0a88370f4e26ce6c5e3e2339f14e2aae6e39b44531c9b199383,NG-PLC-000101,PLACE,Frostmere,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:a39a41bfa8a7fc753b8f47dbe4c0c83ac6c807b38d088266d262aaf76e3f8c20,NG-PLC-000102,PLACE,New Albion,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:5e6ce1be5c90ee06aaaa5d15fc9a82b4af4f0a77576be9683d05d82ae09e57d2,NG-PLC-000103,PLACE,Kaelor Heights,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:d9f35b20bc6bae16867bd113c2547e27f83730014920e7b7e35bb47fcd6cd40c,NG-PLC-000104,PLACE,Bramble Court,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:f53212fa247448ea1d7e525a7c682a36f27e6504ba0956bb6ba6304be091cd55,NG-PLC-000105,PLACE,St. Arden,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:0158b4e781319839f535c34d9a59a0d39dfe610e2461467e629334550de9851f,NG-PLC-000106,PLACE,Maple Rise,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:f28dba791618d9dba55f35580782e667c17ce2510b3eb69e29858540d5884474,NG-PLC-000107,PLACE,Aelwood,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:e526ca94d0d8cd986e625654081cae791dcc4216509b69707142fa9e32158c0a,NG-PLC-000108,PLACE,Ridgewater,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
readcandidate:nngla:779fa25f8f98e117ecee0e8a2dbda483a5c104bc68cfd462821d6969f4c87150,NG-PLC-000109,PLACE,Windward Heath,simulation,BLOCKED,NAME_NOT_PUBLIC|NO_NNGLA_PUBLICATION_RECORD,,,1
