subject_id,record_family,current_visibility,map_renderable,publication_reference_status,overall_status
NG-PLC-000068,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000069,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000070,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000071,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000072,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000073,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000074,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000075,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000076,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000077,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000078,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000079,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000080,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000081,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000082,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000083,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000084,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000085,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000086,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000087,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000088,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000089,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000090,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000091,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000092,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000093,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000094,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000095,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000096,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000097,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000098,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000099,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000100,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000101,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000102,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000103,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000104,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000105,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000106,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000107,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000108,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000109,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000110,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000111,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000112,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000113,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000114,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000115,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000116,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000117,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000118,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000119,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000120,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000121,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000122,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000123,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000124,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000125,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000126,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000127,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000128,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000129,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000130,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000131,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000132,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000133,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000134,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000135,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000136,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000137,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000138,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000139,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000140,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000141,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000142,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000143,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000144,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000145,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000146,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000147,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000148,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000149,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000150,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000151,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000152,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000153,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000154,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000155,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000156,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000157,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000158,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000159,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000160,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000161,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000162,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000163,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000164,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000165,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000166,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000167,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000168,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000169,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000170,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000171,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000172,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000173,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000174,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000175,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000176,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000177,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000178,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000179,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000180,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000181,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000182,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000183,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000184,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000185,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000186,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000187,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000188,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000189,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000190,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000191,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000192,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000193,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000194,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000195,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000196,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000197,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000198,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000199,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000200,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000201,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000202,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000203,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000204,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000205,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000206,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000207,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000208,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000209,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000210,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000211,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000212,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000213,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000214,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000215,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000216,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000217,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000218,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000219,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000220,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000221,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000222,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000223,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000224,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000225,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000226,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000227,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000228,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
