feature_candidate_id,source_feature_id,feature_type,geometry_type,ring_id,vertex_sequence,longitude,latitude,elevation_m,vertex_role,source_dataset_id,source_sha256
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,35,36.033323,3.411578,1458,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,36,35.98,3.412533,1450,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,1,31.36,6.772533,2360,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,2,31.41608,6.74086,2354,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,3,31.54866,6.644339,2340,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,4,31.725525,6.506919,2321,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,5,31.914942,6.353144,2299,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,6,32.085774,6.208291,2280,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,7,32.207479,6.098375,2266,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,8,32.25,6.05,2260,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,9,32.298199,6.010663,2254,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,10,32.425443,5.913166,2240,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,11,32.600508,5.781301,2221,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,12,32.792053,5.638707,2199,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000004,river:novegeo:r000003,RIVER,LINESTRING,,13,32.968592,5.508822,2180,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
