source_file_id,source_path,expected_sha256,actual_sha256,expected_row_count,actual_row_count,header_present,namespace_contract_status,contract_status,findings
NG-SPFILE-030,data/novegeo/nngla/spatial-fabric/source/03_qualified_feature_candidates/novegeo_wetland_candidates_v001.csv,cf3f6ebc668d88ecbb35748395b0cf6e6aca7c1663f1fc081033b78311c3d511,cf3f6ebc668d88ecbb35748395b0cf6e6aca7c1663f1fc081033b78311c3d511,0,0,true,PASS,PASS,
NG-SPFILE-031,data/novegeo/nngla/spatial-fabric/source/04_settlements_roads_administration/novegeo_administrative_boundary_candidates_v001.csv,23a51e67acd4ec14a441e27a7cf62d763d4c9418a3d2eaaf67adedb3ca83b705,23a51e67acd4ec14a441e27a7cf62d763d4c9418a3d2eaaf67adedb3ca83b705,192,192,true,PASS,PASS,
NG-SPFILE-032,data/novegeo/nngla/spatial-fabric/source/04_settlements_roads_administration/novegeo_administrative_boundary_vertices_v001.csv,1fdf6d949e33a225dd411c1169d59d4ffe75f7445a4108d9173a548ad74655b9,1fdf6d949e33a225dd411c1169d59d4ffe75f7445a4108d9173a548ad74655b9,0,0,true,PASS,PASS,
NG-SPFILE-033,data/novegeo/nngla/spatial-fabric/source/04_settlements_roads_administration/novegeo_road_alignment_candidates_v001.csv,82e18d5f00239e116f96340ba41a747502be5de6a7ae7873368b3e14058c12c9,82e18d5f00239e116f96340ba41a747502be5de6a7ae7873368b3e14058c12c9,900,900,true,PASS,PASS,
NG-SPFILE-034,data/novegeo/nngla/spatial-fabric/source/04_settlements_roads_administration/novegeo_road_alignment_vertices_v001.csv,933f62683f9405d5572277f3e57817cae90cec4100c5bf94c72f313d42d7ff95,933f62683f9405d5572277f3e57817cae90cec4100c5bf94c72f313d42d7ff95,0,0,true,PASS,PASS,
NG-SPFILE-035,data/novegeo/nngla/spatial-fabric/source/04_settlements_roads_administration/novegeo_settlement_boundary_vertices_v001.csv,c1b14e23c87ac5c5f1dd6b0f1876dbb73ed5e2c23cc503c4f9fb607e87db1c28,c1b14e23c87ac5c5f1dd6b0f1876dbb73ed5e2c23cc503c4f9fb607e87db1c28,0,0,true,PASS,PASS,
NG-SPFILE-036,data/novegeo/nngla/spatial-fabric/source/04_settlements_roads_administration/novegeo_settlement_siting_candidates_v001.csv,5647e49f4ac5f305d66f10b5cff42bc641352b4340c3f1af5000311ead86ec00,5647e49f4ac5f305d66f10b5cff42bc641352b4340c3f1af5000311ead86ec00,700,700,true,PASS,PASS,
NG-SPFILE-037,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_island_mainland_connections_v001.csv,e2a0b22303f94b831320f7d0b6847894b58449c2bc03ae8a7924e3be1be14ce1,e2a0b22303f94b831320f7d0b6847894b58449c2bc03ae8a7924e3be1be14ce1,5,5,true,PASS,PASS,
NG-SPFILE-038,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_island_physical_state_v001.csv,2151946897e7bcc0e850d4435a5eaeb2cfb5e43a1dd27729bdfcc1a0f02bb294,2151946897e7bcc0e850d4435a5eaeb2cfb5e43a1dd27729bdfcc1a0f02bb294,5,5,true,PASS,PASS,
NG-SPFILE-039,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_marine_coastal_interfaces_v001.csv,e5b1ec484dc7e9f0bab98c48b2d80cdf602d8ccd3526ad202ab03fef7b685209,e5b1ec484dc7e9f0bab98c48b2d80cdf602d8ccd3526ad202ab03fef7b685209,23,23,true,PASS,PASS,
NG-SPFILE-040,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_marine_route_anchor_points_v001.csv,f0627b9cf3f6ad03e1bf8efe9b6c70ba833c461883041fdc5385414a76710c0b,f0627b9cf3f6ad03e1bf8efe9b6c70ba833c461883041fdc5385414a76710c0b,10,10,true,PASS,PASS,
NG-SPFILE-041,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_marine_route_validation_v001.csv,96dd7229e3170c61700dd8ae82d314cb667b107a56be33cd85c3c5ee2489a118,96dd7229e3170c61700dd8ae82d314cb667b107a56be33cd85c3c5ee2489a118,5,5,true,PASS,PASS,
NG-SPFILE-042,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_marine_waterbodies_v001.csv,7c0e91cf1aaabc242ef9ad64f7499ca777536805c008a7b3217a961142ddf822,7c0e91cf1aaabc242ef9ad64f7499ca777536805c008a7b3217a961142ddf822,1,1,true,PASS,PASS,
NG-SPFILE-043,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_marine_waterbody_vertices_v001.csv,5efcfcadc0c7c28781a4d37a2661749aceb7d5ca4fb21282e632ad8acbd6700a,5efcfcadc0c7c28781a4d37a2661749aceb7d5ca4fb21282e632ad8acbd6700a,0,0,true,PASS,PASS,
NG-SPFILE-044,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_sea_route_candidates_v001.csv,e8e28bd37f2334caeeea076e8eeaae807c10b9f0b604d833069510eb5469b7e6,e8e28bd37f2334caeeea076e8eeaae807c10b9f0b604d833069510eb5469b7e6,5,5,true,PASS,PASS,
NG-SPFILE-045,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_sea_route_derivation_crosswalk_v001.csv,3eb108fc84b5444280a4a2ba1c3b06c65856b81b67ce834a67a1c3f08feec751,3eb108fc84b5444280a4a2ba1c3b06c65856b81b67ce834a67a1c3f08feec751,25,25,true,PASS,PASS,
NG-SPFILE-046,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_sea_route_name_catalogue_v001.csv,e7b77f244e638bacdaf9ef91f872471cc7d0005ecec0d23f387f14ec63902d56,e7b77f244e638bacdaf9ef91f872471cc7d0005ecec0d23f387f14ec63902d56,180,180,true,PASS,PASS,
NG-SPFILE-047,data/novegeo/nngla/spatial-fabric/source/05_new_waters_ocean/novegeo_sea_route_vertices_v001.csv,2aae0932e0c7221552e4f5a5b4d0f90d695bc1f9e61c728025ea3a536df1784a,2aae0932e0c7221552e4f5a5b4d0f90d695bc1f9e61c728025ea3a536df1784a,25,25,true,PASS,PASS,
