spatial_crosswalk_id,coordinate_candidate_id,canonical_spatial_point_id,canonical_version,crosswalk_basis,identity_origin,source_dataset_id,source_dataset_version,source_artifact_sha256,occurrence_crosswalk_sha256,runtime_mode,effect_scope,status
crosswalk:nngla:6f4b853abd28e2e23bc0880002d52ca7c4ee23050e7b18363c8161a14bde4139,coordcand:nngla:d4cad30cde6a6969daffd424a0da16dd7ba8caec05d1aa4b3fbf3484fcd1367f,NG-SPT-001115,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:cfc7ba05f55806e7a5bbf5f3561fab90a25dce60187f0ccd4d73bc80d419319d,coordcand:nngla:ee899760c1e1a97252dad8d915766071a098194dd151d4a3209d5c53f4631343,NG-SPT-001116,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:1e926aaed8da68343489382a4d0a22bce1bbebcacad22e2526c48686566075b9,coordcand:nngla:f34925eb938baea69de230e48b343aa7465f68088e6f72890971aa1850ff2c00,NG-SPT-001117,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:8fda7964d937667eeed98932633c40092f7bc0607261c093c65c600b3d850067,coordcand:nngla:f74a06d9f118e49d2dbf88dc5c216e71e44bf690c800d64de55263d830d7a497,NG-SPT-001118,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:f31bd50bec659ac4ef48aa7dbf8aa2eb00886d0e2dd3d3e1ddbae7c3eab3711e,coordcand:nngla:d77ec4bf087c402ba89ba4d327e729795d7d6869164a3257215c0551c7b93746,NG-SPT-001119,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:7e0ef0ce4dcd9cb6ffed53c7da1694ec57d699b8fe2ba5b413319ea61d8cbabd,coordcand:nngla:d054aca6e68548ea4862bec0c150a9eb3def26c7ed8be39ecd1572f4da989e55,NG-SPT-001120,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:2167746622590a070b75600037292833572d78a7ec1d55c8978a5e376f5b552d,coordcand:nngla:e8172fc56e3ed10c6d9bc4a05dfe7832de01c0fa4dc7c62b3b0270c82d3be50b,NG-SPT-001121,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:a36a4a00af67cc6607a7fc087372237143cbce42b1a6c595e744db59b8880d25,coordcand:nngla:5e59455e6ce2c56ced5bac21c357babde8cda804bb8d6c247b7a8d37f68b7e9c,NG-SPT-001122,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:bf4cd930c21ddaf33c471e16c19fe21f53b867619af89d4c74a9976469c4844a,coordcand:nngla:cbe80b98ab5a356ebaa35e2190e0ef3785b5cd7765cab778c742f65612c1711e,NG-SPT-001123,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:6516c87e0c650831d49ff44be9a606a0635001d468a802d1a98360b096462aa7,coordcand:nngla:65697d0035b42beefafc4aac55b50ba6187546cefb7d7424ba2e2c07b36e03bd,NG-SPT-001124,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:a60ff79027a919ca702608ffad581f136c88047409042a26795694e2a357bb3e,coordcand:nngla:4417c7b3beffbfdb9eb3ebe0de37ada7baf81e865560109210e0f36231d577ef,NG-SPT-001125,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:90d630890c9ca61271ec5145984f6dcd2f0db3cefb74f2ac534c2748b47b4eaa,coordcand:nngla:147c0038195d453251b8f20fddac0862c3aec48508a99d9877ed4fec1519d4ab,NG-SPT-001126,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:7b7515e15b92b70073a2370a3dca72630c843ffb1038c9f53d2175c14e5de2db,coordcand:nngla:9838074d78b86eafcdedf12869bdb5af8ef8ed44fd0ad520cde53db31c437bf2,NG-SPT-001127,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:d296dcaa702b21e97b83964641a114a35cd1870746633095e3176bd3f75e0e39,coordcand:nngla:4dc26feae7e90aba071246b27f1e5889f3f5323219fe678bbb84353670d69c1d,NG-SPT-001128,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:d9057e759caeb01f6b8e7eedb66fc96e486a34904c1d895cd5a6c10b8e778fd8,coordcand:nngla:9792985da2dc6081fbfac5957f7e38a9f0ebd27b003ce83ea5bd386e0d841a19,NG-SPT-001129,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:69ca3a6bb775cf4bc18bab8d61edeadae1452cc2ea4876f9a3113986483400e6,coordcand:nngla:80f0b68c3d46df575d3a3e4f23ea3bb990d3f3620f7fe3196f5d8ce6acb9cf50,NG-SPT-001130,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:a4d024104d94497df41a5bc602ff761fa2504905d95d217e01f2e716bacc52a3,coordcand:nngla:74de8960ae2c3428dddbd25327c869eb5dcffcf28bfcb8f8191b089ca90ec45d,NG-SPT-001131,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:d0402fd9580a62118b99c967b74c1ee590d1add0d7372a7576cd46819badb8af,coordcand:nngla:3bc4f045ad6d31848678097316f276d53875b55c15378d07cb4f26013f69f0cf,NG-SPT-001132,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:596df519721aef1cdd49a1a317a76f9cbc3a91dc0a9e13a69e221aeb54994977,coordcand:nngla:df4e2884c6ad08af27b214675c53d72a6d5fbf8b13bc811a2c9d2f7bd611a6d0,NG-SPT-001133,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:a44c9417a43610ae0fb13f877d5ef91c82675238543aab0896c95aa766f771e4,coordcand:nngla:1719d54263aa5767aa91e9d7702d502d46e5e9fe0a0482ba45c4f8524d818908,NG-SPT-001134,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:3fc35d5376174d0def855fbc133d63d81796f14627efa08fc4d2c0fdf653dbba,coordcand:nngla:25b5f815f4938d7061afc063f4af7fc579b6393162e6169816ea236280c4c3ed,NG-SPT-001135,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:d2cef90361a25a88c7a7dd74a1bd25fbceca5bc608715ea53d5c6a2536b2156c,coordcand:nngla:861c99b82e0ca41f98fa5d405d30c75e58922cf12da80ad24f80bef6180b0371,NG-SPT-001136,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:fb866132d09ef7817e95e25a2bcc3fe69c51fb7789904b8ad2a1dee34de09050,coordcand:nngla:c5da6f9b60ef43e6d091aa796733f9a97de0479a2aacc7ff3a90a57c80f2a12e,NG-SPT-001137,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:d75a50782d42408a7273a48487283c690c31d6c9fcdb7bc666b9e9f6e784bb7e,coordcand:nngla:f498ede860ba4e580c8bc12dbeed7d010d9031aba10df169c461aae7116c7235,NG-SPT-001138,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:201ac8783d524e139e0fac5a1d73d390a79e47bf9dd7658cac83e95714c72819,coordcand:nngla:3bb5663b48b9e9a7df97d728494b6570f75ba2527b49fa75276536e79453e219,NG-SPT-001139,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:bb93744287a7bb5c114d98058639802b71fd916c206e5b5772f09102717515f1,coordcand:nngla:b1bffb317f791c4f6e39a19bd4c9d3b67952a4b677d8fbb361d2a4d73d83007f,NG-SPT-000001,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:5dca9feb44b9cbec3e4dae6eacb0eb139634c7c280a78e09d8cf14b728a8184c,coordcand:nngla:2bcb36a40983a376f738e44d5925d3e557b363ee6dd50af0de6d3c0a5d582116,NG-SPT-000002,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:1f89ed4e351f30ec76a3dd02147f5eb429251997cf1de151122b8c5846201a9a,coordcand:nngla:81aec24c2e7e2bf35b1c5ad6c4e5c38999e76d2cecae1164bab44ad86049db69,NG-SPT-000003,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:9c20bbe3befa5ac4a4d8ec780fef16fc957ca5ae1d3d578441484d6e1260e3b5,coordcand:nngla:10214c84d7b7de094f614b861c10437d5c6949e99340bc9ac6c804b44a16a377,NG-SPT-000004,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:6060e7048f4fec2dd23bc7a828e3dbd42e3e216d515ef92d4e6b69a546acadea,coordcand:nngla:57409d906620fc5e6a0a6598708535927a8b26bf62ae11230bbacc3fb8ae99f8,NG-SPT-000005,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:d0f0b4d04a960c3fc577376eb0955353eff703d6aba2ba130cc3f2a0c398d37c,coordcand:nngla:5734a3cf5723e5b55f146884bcf22a6774dd8b140d6bd7e57f25e7a91551e92c,NG-SPT-000006,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
