geometry_assignment_candidate_id,coordinate_candidate_id,canonical_spatial_point_id,geometry_id,geometry_role_code,geometry_type_code,longitude,latitude,crs_code,source_sha256,geometry_payload_sha256,valid_from,valid_to,supersedes_geometry_id,assignment_status,runtime_effect_scope
geoassign:nngla:cd2ba2a6ab86f7bd9f7a615705b4ed24f7bccd1de6b0bf1bde5cdb5052db3826,coordcand:nngla:4e402e4d61f0350f60a2102146ff37114aa3fb2f7ea2d544dbe4866df8153afe,NG-SPT-000012,NG-GEO-000033,SPATIAL_REFERENCE_POINT,POINT,34.3,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,cafd91b40f098bbb92db4bf6119331b639c5672320ca22b4e01f78da8fbb1691,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:ff2722d33c720ea72a8e2f712529b3c4b2e121e8722ae62258d2f91e6c2a9a35,coordcand:nngla:c1baebe0a395fea921b016edd26cd1e8ff0dd0b641052f5fa9c2cdcc36dfa45b,NG-SPT-000013,NG-GEO-000034,SPATIAL_REFERENCE_POINT,POINT,34.72,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,6957424a3ad3ed4772f34f4df52c11481470ba357fab9dd50b1bdaae5236c71c,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:6660c8e475498364109c4a1dabc50a9f34c102efbaf2d8e63086bf481ce7a93d,coordcand:nngla:c3f90e75d7abc928aceea8d082adfcde94950239389b7701711903e026a93ca9,NG-SPT-000014,NG-GEO-000035,SPATIAL_REFERENCE_POINT,POINT,35.14,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,b0523f9495af6a17725b6d9c50a12ec7d9da2cf171cfea9bb9dd9f859553d92f,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:795070b597bcd83c402123d02567034fc81dc9ea992fd662b81740db8470b1a4,coordcand:nngla:783faf127111d7cdfeb0047f35c49191368e26616d765273142ba5b8a228f744,NG-SPT-000015,NG-GEO-000036,SPATIAL_REFERENCE_POINT,POINT,35.56,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,539f63ae339daf4d47dd07ef3b5a7dabeaf016d66249622b64591e03db08b6e0,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:6317a9bcf992c30e15581e4878184c817690ee0ed0fd1341b6b7229e4c3fae20,coordcand:nngla:fe8abfb96eaf219de2d8c2ef9fdf4a2ed66016f30e0efd9ea9faaacef0bd53a6,NG-SPT-000016,NG-GEO-000037,SPATIAL_REFERENCE_POINT,POINT,35.98,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,15f8c87d86ef5c8d8ca0dabe9cfc8ac1f14ed13b4dbfed8a22a8ac7565a13def,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:219025f04677e5a60a285587b5defc1809948330eeb9a54245d3302c6802483d,coordcand:nngla:080237cce06171d598fb08234c31cec6efd4cf7bacca0486a8d32bc686c78032,NG-SPT-000017,NG-GEO-000038,SPATIAL_REFERENCE_POINT,POINT,36.4,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,2d27680c3e948d8bf6388b6229436239226075cf42248f8832b772e451c393c5,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:111e9dd1544548f508547a2556c807b061cc697ad59209b7ea32d202176662b9,coordcand:nngla:bc2cf8e002ff788a6b735522b7af8ac2a1c21243f4bc32102740b43c41805718,NG-SPT-000018,NG-GEO-000039,SPATIAL_REFERENCE_POINT,POINT,36.82,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,1f032db07900813830822146c4adf8e2e4c233aa6429ce94cfe6a5ae1308372f,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:824c5f3032a0760f3a54d477cff7bfb049a4ff3a89b61d3f65d88982bd1e11a9,coordcand:nngla:5735a6c481b146142a23112d6d8d4ec7334b79b137d3a75b4098c99c01b502ab,NG-SPT-000019,NG-GEO-000040,SPATIAL_REFERENCE_POINT,POINT,37.24,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,233dda2fce1075ec217d1bfdcb77a4c7282a5126e704ffd72a6c8830542b84f2,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:1381df8a2b5a0110b30e742abfee41d1470e09c4e50bea19b9f4ecfd3fa26231,coordcand:nngla:2d2fcc3397dde93c2fa85e90b7ae331235db99f97342fea4def4a31ce9c827db,NG-SPT-000020,NG-GEO-000041,SPATIAL_REFERENCE_POINT,POINT,37.66,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,598f79909a3c749f199e20d9cf5dd27ea24a4c1c9dae0a8008d3eeb0fbc3fefb,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:7c256df21a27adfe1eae183078c675fc1c074f5016a612ae438d28aa193d9bb5,coordcand:nngla:a88098e374d0405324d8ab5b87b6836af8179a36d25cfa645feb6d72d53be7ee,NG-SPT-000021,NG-GEO-000042,SPATIAL_REFERENCE_POINT,POINT,38.08,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,b30d1a364e6de9c5e8ceb792fea286f0aade36796614e1ac890683305576d2bf,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:cfcf88f96a5669030a71a056421dd37317e26e2b2b699fad6a03976f35bf3ec7,coordcand:nngla:5d8212e5098e0aa50140424ad2e73528ae1f9e8bf0192d314da1f6cc65a39592,NG-SPT-000022,NG-GEO-000043,SPATIAL_REFERENCE_POINT,POINT,38.5,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,b62f73948b80dd12f108903dab8eab1e78fec0806a6dcedede1f956c391ae01a,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:4bf0a584942f40225a4486e233c981efaa588fef7ff80eac1beb7ddc295e6da0,coordcand:nngla:0260e49f9ace7dae2f72fc152ccda3f3ce36eb3f65712987a2c90159d5bd1de3,NG-SPT-000023,NG-GEO-000044,SPATIAL_REFERENCE_POINT,POINT,38.92,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,e243fbcf70500b7fbccdd1f76a687f9d3ca2195104aabd31f71c7a0456a09c64,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:7fef68dff5b0d96b4774290153f8dd40bf881cef60b34d6e9ef0ec39d31595be,coordcand:nngla:00f306f368cbbe1c2a207c96134aa94ae8fa583aeb2f73e534490e3682c51cbc,NG-SPT-000024,NG-GEO-000045,SPATIAL_REFERENCE_POINT,POINT,39.34,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,e7013053a1ae85ba67058527c68d61f82e5efba562b4d320dcabeb671972098d,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:f4fa96bcb750736f143f28ff0a829e0a7e3157f1ac4554a95ecc3e7be0889e55,coordcand:nngla:998e7fbf7060b8b5ad584fe091996df03c5b895a8c1de7f88b046671a31e8b25,NG-SPT-000025,NG-GEO-000046,SPATIAL_REFERENCE_POINT,POINT,39.76,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,c1ecbb3d3634ba257bd0faa764edef3a438a9b9e78a9f4eaa895fb594a2c8cfc,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:1c51280c07f9ad8708cb74214f63f79020722cdfe6ddc88e3d06172a13af6a31,coordcand:nngla:34124b0487a5413dfc1388dc6f56054691dcbdd583f111c4e7f6567ca5bdb6e1,NG-SPT-000026,NG-GEO-000047,SPATIAL_REFERENCE_POINT,POINT,40.18,-7.087467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,148d83d5025771a89c3d45245b7313388ac55dbf72b5a80e60a493961d69385f,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:331738fbb5d4bc2f281b1b395340f51c05f7d703fc0e36ac4884573882806fba,coordcand:nngla:16394ef7f88d94110cf3cfc7a540b2558af3eb71ac20f832242845ee3da4aa2d,NG-SPT-000027,NG-GEO-000048,SPATIAL_REFERENCE_POINT,POINT,32.2,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,ed194cc64fca822d9405f31f5c6c38a284e6ba5293681dacebe525f89a6cf054,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:3b335c79dc294c592a26653340408b0605f263c309167784b65968230d870693,coordcand:nngla:61158f7cd6d2badb443ca8be32c0f6804b2b44aeaf95dbaed843e84ba950c90d,NG-SPT-000028,NG-GEO-000049,SPATIAL_REFERENCE_POINT,POINT,32.62,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,b72da4f267792962525fe8ffc2e627d4b99ad4331aac87057d39ad40fe84225b,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:0eb149778d2c7760d59e542ea5eb3971785e2fefafabaab8f05092295279e49a,coordcand:nngla:b0fc1bc1bb03cff5a840b0bffb9bf38686080dabcdbf184c8fd6e17e4f935417,NG-SPT-000029,NG-GEO-000050,SPATIAL_REFERENCE_POINT,POINT,33.04,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,8fedfd5f77730598e87c8f9a3f8e1db6f77ad599a6678e3c7e5e797a20a54a7d,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:6615d02d50fb5b2dc06d3801cf8c6302f22df5e7fa2d3b8bbc85c60bb95edf5c,coordcand:nngla:07ed2cdd2aad1ac76484f04489ee31de75dd24e9198700fc07555acffb8e9d9a,NG-SPT-000030,NG-GEO-000051,SPATIAL_REFERENCE_POINT,POINT,33.46,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,a27bf41d76f1fa5313ebf3110ada5c5168326a4cac75522254f4356aae3f749c,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:89e13f8bf7901a027dfbba8cd9409deb87d370bc33d55d85db67bd151a55df98,coordcand:nngla:89681ce857be4393a669a1c6e4c7f19f1dff8da5af6ac7cbfa6a7594b0cb17fe,NG-SPT-000031,NG-GEO-000052,SPATIAL_REFERENCE_POINT,POINT,33.88,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0e70cfba750020f66086418b71066b7f36ccdc07bdaad3b5725693afc2e7af48,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:5ac845d62f2456f2207003222fe166648099bdce47420a39b3ddd3d312fec748,coordcand:nngla:15b540098b49ece51996a5361570de1ff0bac3b15d19be0bdd3cc870c511ea1e,NG-SPT-000032,NG-GEO-000053,SPATIAL_REFERENCE_POINT,POINT,34.3,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,f5b9f994029f3f0641042a4e0a4baae18342ab5491ca65cbf06facaf7bfce0c8,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:fcda73b11b3d4328779661dde218d4756af129ae41ca81e74429782ccdc9e3ac,coordcand:nngla:d18298b4ef8e27f60e99a0a36aaffee3a14b820c132fd6bfc434a1c2a473910c,NG-SPT-000033,NG-GEO-000054,SPATIAL_REFERENCE_POINT,POINT,34.72,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,d2f51bd50df6000d9e5c3a3697bd8067bc1ddc9e98bee1544d9025a7426e3754,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:00ad3bf7bb0e373a5ba82dee99e63812c6313243343a2fa4c9ca765365e5bcc3,coordcand:nngla:70cf4230a80efab915fd67869af27e4e8367d1031942962075c8f77ce274a96f,NG-SPT-000034,NG-GEO-000055,SPATIAL_REFERENCE_POINT,POINT,35.14,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,fe4dce9666e78c99427d032077cb1b2780dd84cafd9ad77513f24cd551d6642f,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:d28f57c5918089f851f11d93d61c94581754e4d3624be7f69ed8fe79b3712eb5,coordcand:nngla:492a533f4c92aa8957215fca7e8362e7995817f2b41cd1cc5d8dd57fbef46c43,NG-SPT-000035,NG-GEO-000056,SPATIAL_REFERENCE_POINT,POINT,35.56,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,ed8d3a110c7c2c3cd1c02c8ffc00fd974eb23c83f8d8d56872fb4bdc3bf6732f,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:7c38cc2926c9fdc14a19c2ee5da813755d834184ea043c5264a83916667cfb63,coordcand:nngla:43814919243b5c7ceee9efd599307d66bde28317539a518f3365f9964bca0833,NG-SPT-000036,NG-GEO-000057,SPATIAL_REFERENCE_POINT,POINT,35.98,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,2f93bd3d7fe93c67b56b4db8e7afd6716557485ed4e3fb432d99a6a2fc755b50,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:a00eea03acf8f73f24123c67a5b385b416686cb3010a2e67e28927769618c593,coordcand:nngla:a948061136ac6b81ad073fab56d0834b8cbd9d5b6430660ef596e99e1063a1b2,NG-SPT-000037,NG-GEO-000058,SPATIAL_REFERENCE_POINT,POINT,36.4,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,090e831f3b7e04c02bfd6d9feeaa45d067f94e91cbe9e8b3966e51e0d6e32914,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:058abd0d72a767e2fbc595f2aee988251cc80a32b6dadcf80ecdeaa216b7a3e2,coordcand:nngla:f6732b7117c7e23821ac5119c319fb8ffab49d1b0dcd1d584da405e7d8f0a94e,NG-SPT-000038,NG-GEO-000059,SPATIAL_REFERENCE_POINT,POINT,36.82,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,d06d91608b399d7385d48a0add20e69961a83c4a6596ea751a53e679b4395e16,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:6c54ba70c1fa2d7d23e10b3342209632ab6fb9c1eb26c3dd46ea85fc7ea39f0a,coordcand:nngla:5cdaae5fbbdb19b5443c437371a3919adbe2a2460857b9e355ba9aa0a73d59e8,NG-SPT-000039,NG-GEO-000060,SPATIAL_REFERENCE_POINT,POINT,37.24,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,80e4402517ba45fb8b514c7abc6d135cb646578ab9ebdca8d67725fe59d48b20,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:4c7c49f64566f83086baf228146dc681b6b0275e2fe510bbb8a457ac8cbf99dd,coordcand:nngla:9e586082e7337dc91351680add94ca9881228defcd897d2bd549342dc404e847,NG-SPT-000040,NG-GEO-000061,SPATIAL_REFERENCE_POINT,POINT,37.66,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,9f3d81280d919870d24b1cdebf200823120cc1a917f444bb66885c99668f180b,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:8d66c15beedc9882acc5730f698449c2182abef69533bd71f1aefd925328e396,coordcand:nngla:daeaef8846df549f139ed33036ba1d1ae170a9caec00529fef2847f2cf2362a4,NG-SPT-000041,NG-GEO-000062,SPATIAL_REFERENCE_POINT,POINT,38.08,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,33c61b1ea1e427f199ae38d17a6e47b1722ce7f77bd76620d466dfe983d3d89e,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:51c81336f226b0d9fe5149866cfc1768859e9d44888cd19e99f70f4668bd2453,coordcand:nngla:12ec142fdd25c3a61c28ca4176ecb9e26a264fdbba2fcb19b354bbc10fb82b72,NG-SPT-000042,NG-GEO-000063,SPATIAL_REFERENCE_POINT,POINT,38.5,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,8bad4e94f2a69132954ed132c6b633f259d4e662a86286477f984c8ac7ba890b,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:bec8ad1511613063771b81bfd539920407554206d00b20931c5a3c25d384aaaa,coordcand:nngla:2a50b3596ec1508ec0effc310651dd0db39778d463100150c3b7b2aff62b6abd,NG-SPT-000043,NG-GEO-000064,SPATIAL_REFERENCE_POINT,POINT,38.92,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,87c7e7b4c6c143d293b2e91d02e2adaaa221be13de96b19251b9c6676cb4f177,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:3e1d6a9eff9b873f150e564fed89654d5ed53aed5805d154daf7aeeb852b237e,coordcand:nngla:a390d5ce452bb4852e9f8e5b07f9bd8d650d1216d8fb75a07df6b5ecb4d7b276,NG-SPT-000044,NG-GEO-000065,SPATIAL_REFERENCE_POINT,POINT,39.34,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,431d4a3a21762e8f40c6301e06d8f62b4189c333f3ff7590c40ea91d571c657d,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:a96c6a90c0c748b65dbdfce05649aee589c892b0fff0d090e5d2543dee30d9cd,coordcand:nngla:a5ea9349936879a70a56073adedc52d50a3f0496a11256329eea7117d5ddc491,NG-SPT-000045,NG-GEO-000066,SPATIAL_REFERENCE_POINT,POINT,39.76,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,60e99692fc0fa017b0d3304eed0b8ffbad731428b40d4e9c0482fd3f990a96c0,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:96155bbf6cd4c83d800863d9882eb26d994419abee3ee2dc3219181b063a4f3b,coordcand:nngla:2610064f2923444deece87e7204597c4b5b84ec60bd86796799d7736bb0c2efc,NG-SPT-000046,NG-GEO-000067,SPATIAL_REFERENCE_POINT,POINT,40.18,-6.667467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,be2afa8baa89c78fd3d75aea908c755f2360d524b2c4d56106dc7587741b7909,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
