assignment_candidate_id,subject_type,subject_id,geometry_role_code,geometry_reservation_key,geometry_id,assignment_status,effective_from,runtime_mode,runtime_effect_scope,publication_status
spatialassign:nngla:a4aa4ac5f78bc989c139b514a7cbdeeca302d903184011b094c51a6c3a55160c,ROAD,NG-RD-000018,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000018,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:95ee4c5283635ae31f68960f24fc3e98e4f88721c48313edc26627d383aa4d99,ROAD,NG-RD-000019,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000019,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:65ee65123dfc9b71824d84ae64932491514e99a033c1db1cf501343899e73fb2,ROAD,NG-RD-000020,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000020,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:09d366652169a5c9dafd7b6b51812478a02bfb4adc066e284e7164ba11ba5652,ROAD,NG-RD-000021,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000021,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ad33eb26999af8f33539cb965e539633aeb648bdf85e344b382f9183f613ae31,ROAD,NG-RD-000022,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000022,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:2de5f3a91619ddcc2470117e533f5426bbce23ead32f4b4e085e2cb77b4d2d5f,ROAD,NG-RD-000023,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000023,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ea69e4af23f75c846a367e2ac36d148f1fc9cdf61618bfbb753040478fd82731,ROAD,NG-RD-000024,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000024,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:788220195e670e08d1b8bfec14af35dbe18453c213b0029944d1d769088dbc50,ROAD,NG-RD-000025,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000025,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:40696d807892ea591deb7079a344f63db63414002857c422cb0bdac019831660,ROAD,NG-RD-000026,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000026,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:2beba5151cbbc677916e2797e03ffaff5fdfd97ad4ebdd325d7a2a4101825a31,ROAD,NG-RD-000027,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000027,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:5a0bd72ccd1102f347f7ac45d7bedae6a9cfce6006916863523a90502bdb757d,ROAD,NG-RD-000028,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000028,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:bc3ce9d0f22cfd94b51f9775273c0989171f8fb01242e811b51c97bd4a14eedd,ROAD,NG-RD-000029,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000029,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ce0e42ff31185c8e81a064c626b855eaa467093c12148f492832c538247f8344,ROAD,NG-RD-000030,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000030,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:7227bc9df7bc3acf458b53b27394df1eba705aa514594c8c1cbff87aa4652cf6,ROAD,NG-RD-000031,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000031,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:eef32ddaa0db9dfe451c6da20f3606f1cf3e91b2155d64c17a65c654a2b2e813,ROAD,NG-RD-000032,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000032,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:58fbfe920153b1a596548971036c8b272f7f8a309b96486a20f31838b2591ddf,ROAD,NG-RD-000033,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000033,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:a10fc0ef3bb10fc471bf3b29b8306a77b9800a3a4d7eb26ae1401ecb188fffbc,ROAD,NG-RD-000034,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000034,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:caacf78865ceabf8333f7adf4c5967af8164d6b06a8a55b8808afe449e1e58f3,ROAD,NG-RD-000035,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000035,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:69fae7f80392c2a0a2cfa24883f49dab0b3a275e7ad5ef40ef3e8a31c98113bf,ROAD,NG-RD-000036,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000036,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d7a773d84334ccd0cf5519ecd03a07882cb9fc3a84e20dd3a498dcc312769279,ROAD,NG-RD-000037,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000037,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e1f52871f1a9ab0f93828020f39a893e772a8ed8587660ad3f8ab143d3c647e4,ROAD,NG-RD-000038,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000038,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d647462499fd9d98cedc79526965962bff83f518cdaa6c25c10ac319142a5127,ROAD,NG-RD-000039,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000039,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:716fcbc1203580a8ce239525e20e1ebf76272375dd189b5f18f51d858d45ad6d,ROAD,NG-RD-000040,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000040,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:9d415b5bb872e6d39aafaa06fb1167e928de65ca5ff10bc6702bac117bdb4356,ROAD,NG-RD-000041,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000041,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d14d72269e465d6348a7c621c780417cf9e75303c045f9dd25e5a17226745492,ROAD,NG-RD-000042,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000042,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f605594bfeccad73af89c345f5c50e96c0de490db178ed8f679e82abbfba35dd,ROAD,NG-RD-000043,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000043,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d477e98404fcb19ccc06d52bc0b48fa274a3f4159e112d830eb1080149770cd9,ROAD,NG-RD-000044,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000044,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d05cfcb18840d1c49ddf9116cbbbfe74e816ddd2055b3ed5c050eb009011713e,ROAD,NG-RD-000045,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000045,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:18be010a726d05017b9d6dd049e64e404b5aa34565e907a4f784f1256f77e21e,ROAD,NG-RD-000046,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000046,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3947de36c36193f7b3a0e9f524fbd3bab9e9893ecf9b0557c03c227ea010737f,ROAD,NG-RD-000047,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000047,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:5156198e12d180f02251f5b6aaf0da143f82bf647ad7c74e5f867de5cc73238d,ROAD,NG-RD-000048,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000048,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:44dc09394f46d0e6fa4a65aecb3be0442f4a318f706ef13ed4000530171c9ee5,ROAD,NG-RD-000049,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000049,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ba5424b5c62160c12b53e04cfcddae98959fdd0088d415376f22604baa6ca150,ROAD,NG-RD-000050,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000050,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:16dec79e05927d30c96ff82053728ba43283f825e0bd92b09ad3ab77aae4553a,ROAD,NG-RD-000051,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000051,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:05ea0328e14a0fa8be28eab47afc7fba732aeecac5a920ba077cc48d2a2b3fef,ROAD,NG-RD-000052,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000052,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:6ccd82cbc49e6f8ed9dfb2399b46ec685986d0ca61374a2dc87437532d7b4717,ROAD,NG-RD-000053,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000053,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:673d51a7512510279f9663cd4fd10715ad45b8df72fc23dc7991b334faf5b499,ROAD,NG-RD-000054,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000054,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c4f55a33620d37c2580c5c1f954977598f848ae929ca6c5a8e8041f658e150e2,ROAD,NG-RD-000055,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000055,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:38be40c5a38414a5f447146801e409a692bd7228bfae4316ffad909403f72500,ROAD,NG-RD-000056,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000056,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:efd7311affe6974b074a84b18aaa38513d3ab9f96ff6256bcfd0997409ce9f83,ROAD,NG-RD-000057,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000057,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:092ae2604c65ffcf4d3adde1f5521f94f37c54e37734e1a669c10150641f6604,ROAD,NG-RD-000058,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000058,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:517c2de859fa9131cee8017c056ef085b704341f8455c98a3a293aacefa0d28d,ROAD,NG-RD-000059,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000059,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:46e0c3c7d4def6e9e88340705b0d524f208ae43a6736107076baac04bcecbbd2,ROAD,NG-RD-000060,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000060,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4267d173e252e32352a2c87279c82e5ed7e508321d69027ab5ab559d781af75d,ROAD,NG-RD-000061,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000061,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:da094ad5407d15f8a6eb304b1bb9369ea18ce255a92c71603727f032a0c1a46d,ROAD,NG-RD-000062,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000062,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ba9c5c5cecd9dce84892737d52919d0375fc85efd4cfc173b29f9eeb57368b27,ROAD,NG-RD-000063,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000063,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:52f43b7ac2e91ac23d943a669ab2ed748a542cf2eebb1a1a155fc25031da74e5,ROAD,NG-RD-000064,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000064,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4cbd34ed32420f13016a872a182e27574e47a9e62f07d4e4c667c0f946a9e79e,ROAD,NG-RD-000065,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000065,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:56efd6bf1b37a551146ac65dc338bb97b44ef89f72458db36b5ebdd3b4a214d8,ROAD,NG-RD-000066,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000066,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e3d720c0bb9e9a3304455d36e0a3079029d1a59a4c8da5fab1d30e5561183ea5,ROAD,NG-RD-000067,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000067,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:7112eee84263aed8a7182ee9d0ebabb53d0a45840dee44eae9b7c38fb62149fb,ROAD,NG-RD-000068,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000068,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:a9bec6185f4559f0a4643fbfbdbf7583c0c44bc445ceb82858a3af324fae3951,ROAD,NG-RD-000069,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000069,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ae56ce425f0fa2cb91548a07b11ca591b456c489bd023a03ebc6207b927d8f92,ROAD,NG-RD-000070,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000070,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:567498264715d570480ae09ca8f0fb89023656e61dee9f87337d7f11992ae011,ROAD,NG-RD-000071,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000071,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:a82638d7c5c564d8b9c87219745d1e4053bc9389a45d8f1f2dc500e4b58e5657,ROAD,NG-RD-000072,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000072,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:67c1093d396d04649b3119c50cb9eae7595e9134dd2f5ca84a3a6cba82c1224c,ROAD,NG-RD-000073,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000073,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ffe5c15f90d8305d6ec9e7a322e29d71e93be4022bb7d2d04e992da64d0913f1,ROAD,NG-RD-000074,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000074,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ddac504c3f2119953cc0490d750b26155d247c2a9ef32ae02286fb1683463ac1,ROAD,NG-RD-000075,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000075,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:7b90bd38e5e5919294e4141e536a992dd87d6d33d44b83d8d989321b65e14ff1,ROAD,NG-RD-000076,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000076,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:b0c5f21ca6098f4e4bfea3b420baf5835e70a304cb5f2439b63f2dc612db65a3,ROAD,NG-RD-000077,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000077,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1d2c8421a6574151e1b6573a531f6452fa8679683f30deaad4df79c08a4c901a,ROAD,NG-RD-000078,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000078,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d454040ff144836322be1ca4b6baceb316a9bd56ab090ad292a5bc1843d49037,ROAD,NG-RD-000079,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000079,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f5859a25356f6946544b227afee5d17052020431113227c7337739ed08a7b0e6,ROAD,NG-RD-000080,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000080,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:de8b156ecb2ec83fb285fb6c6138622613ea7bc0b74a63621100e818a70d967e,ROAD,NG-RD-000081,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000081,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3e16a0692b80624f9801477c28c900bd95d8ced3f785ae897ce566c88b16255d,ROAD,NG-RD-000082,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000082,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f13576f5351c77f7cc6fd0a485168d7def69a9d2efcddc60ced8cbfe14607cd5,ROAD,NG-RD-000083,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000083,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
