assignment_candidate_id,subject_type,subject_id,source_place_code,geometry_role_code,geometry_reservation_key,geometry_id,geometry_id_state,effective_from,effective_to,assignment_version,assignment_status,runtime_mode,runtime_effect_scope,publication_status
spatialassign:nngla:a9538ecd5cc7ed49b3dfd257e610353c640a1db76c341f672e6d3a80867efda8,PLACE,NG-PLC-000007,NGP-000007,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000007,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:6220e6b21df4c175e79c9fcc5ca5765c25c33d0aabe0ac75d7e27e62e7ddedd1,PLACE,NG-PLC-000007,NGP-000007,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000007,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:484b09342702e4a81ab8ff3b53a2b4edaf3f7841e4919486f90db953c0d9e8cc,PLACE,NG-PLC-000008,NGP-000008,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000008,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0ef8460c1b4ad7c51db28a03103e45480624b702d9b41b70727b720c6d0e6f15,PLACE,NG-PLC-000008,NGP-000008,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000008,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:6c1e93c0ea9a60beac2fd9ce9c3af48043ed061a75ed7fd6d3446ff6105c7a99,PLACE,NG-PLC-000009,NGP-000009,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000009,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0569cc476e28eaa806f7970a30f1ec45acc6c05500d2dcd4bf1ce5c7c6cbdb8d,PLACE,NG-PLC-000009,NGP-000009,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000009,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:bca500d17b864e011d76ce3371f36f223b9936c5b4d7b95acea86a439c2c4e31,PLACE,NG-PLC-000010,NGP-000010,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000010,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:95cbed7330cfff9fca9a76c4d9546d8d91055a6b3bec8456369a74907358ca48,PLACE,NG-PLC-000010,NGP-000010,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000010,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:5d37a02a6f9d0a24d255b3057e1ef2e47be5fa5b43dc42bd381a7ba766d94e3b,PLACE,NG-PLC-000011,NGP-000011,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000011,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0969cb471270b893228858ec893c6625186292b18e7cc8fc3bbb6b1e3da172fc,PLACE,NG-PLC-000011,NGP-000011,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000011,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3c722cb2f4e0409d74a59593a0c8cae9d015f700deb81f08487bc15f2782c425,PLACE,NG-PLC-000012,NGP-000012,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000012,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3b6429c7ce88d8a40c3f6128581d66be0f33fa0baaf7f44ec463970f83f720bf,PLACE,NG-PLC-000012,NGP-000012,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000012,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:93f1b9e98ad9a23945ec96bd14af52e9d187bd60f85fc0217a9f2d1a986691e2,PLACE,NG-PLC-000013,NGP-000013,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000013,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:b63654053caad26a35e36d043eee8e566b291f6923ace7b7bd7500e48f2af30d,PLACE,NG-PLC-000013,NGP-000013,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000013,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:241458724a82c32d8d01fb86804b6495ac9d92ac8a1d45a267434ac272f5bd2c,PLACE,NG-PLC-000014,NGP-000014,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000014,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:fc9d4495fde8389293a35c9e7fe7dbeb47100dd4a841b88589886938775b9ac0,PLACE,NG-PLC-000014,NGP-000014,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000014,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d56488e415bf609d19005cb69884fa746132ab3d0c7eaab3d61655bc785f23eb,PLACE,NG-PLC-000015,NGP-000015,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000015,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0a6a5e989355852283fff6816467eaf181d4800508053fbdd47b2009d2bd51f5,PLACE,NG-PLC-000015,NGP-000015,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000015,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:a8d0f68f6012ca0971eb1235d49bf817168a15b7f1f494b0d8e662841320e802,PLACE,NG-PLC-000016,NGP-000016,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000016,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1f6abcaf57a9c6a3be7845a10397fcf83a5689747e4de37998e9a4d2785ac0c1,PLACE,NG-PLC-000016,NGP-000016,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000016,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e70fdaca9d671d11fde7874b851982b6b7d741f64d94cecc7c8d2bfcbc4ce34f,PLACE,NG-PLC-000017,NGP-000017,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000017,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c81b2f173fe478b3eb6b0fb88c4684f8da14603f1444e382b42c0ab72d1c092c,PLACE,NG-PLC-000017,NGP-000017,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000017,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:2318f068d9baa0f2e8e37211718c2b12e49253142fce9db13be43a15125dfc0c,PLACE,NG-PLC-000018,NGP-000018,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000018,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:eeab4ee52f6c032dec76e6a2c9d121e5d343b487311c72275fd0c78c923a3b31,PLACE,NG-PLC-000018,NGP-000018,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000018,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:66e4fdfc669cc552cc14e5586249a58fb9ba554f57f4f5bd0ef65bdc5bec9ed3,PLACE,NG-PLC-000019,NGP-000019,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000019,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:30b3bd816745874194e5dc54a9bb0ebf39d1fd8e316a240df0057c8181b90fef,PLACE,NG-PLC-000019,NGP-000019,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000019,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c2fec321b040a3153d60e64e2b68a692d27962858481bc11033c56cbd40eb595,PLACE,NG-PLC-000020,NGP-000020,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000020,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:9e70834a2040c8f81d15a1e960200099ee6d0029ec9119aec102d2686178a588,PLACE,NG-PLC-000020,NGP-000020,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000020,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:44a967003fab2f2a89ab48c871f093a04993b8688e0d129743bf241f402722eb,PLACE,NG-PLC-000021,NGP-000021,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000021,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:7f9599d2e67228f6f9ef76dfb46275315f12bc2aec40bd0ebaf1eed8cfe7d4c3,PLACE,NG-PLC-000021,NGP-000021,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000021,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ad08644bfc1e0f2119539677d9c4b3167cb850bd30fa07a50092e023d9548d4b,PLACE,NG-PLC-000022,NGP-000022,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000022,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:17e6891f84129fb8ceb15297037c34aac88f8173df6caa17c3633b6b2955c107,PLACE,NG-PLC-000022,NGP-000022,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000022,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f9d1ce6c9b74e94b4ac5b358b8b57d2e0ce714ef2275a5e933e1ceefb3b501c3,PLACE,NG-PLC-000023,NGP-000023,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000023,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f624b7bd7b50748e482384c01fdff525c1705d53cd393b50a4cd38f35d94b90c,PLACE,NG-PLC-000023,NGP-000023,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000023,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:8daa3baf4f13706035bf4f782a2fc9e50ffdf3547f94270f61658942a83d05df,PLACE,NG-PLC-000024,NGP-000024,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000024,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:29082aa06c8704b6c0641efab17282e7a6b7bfda0edd3ce68424311075033cc8,PLACE,NG-PLC-000024,NGP-000024,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000024,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e59971604f99044e775907bcff62e4fe80fa78934ff9699f6824a463ac2a3768,PLACE,NG-PLC-000025,NGP-000025,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000025,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:59e1d9688a1282596a62978375e0bf8c78e2662dc8fb8476accba334400c2168,PLACE,NG-PLC-000025,NGP-000025,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000025,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:b2cad93e8f9ed63d4ea46b8789753b71c50ac28d9c85d9cde9d3bc044d2c581b,PLACE,NG-PLC-000026,NGP-000026,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000026,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:a091bf165b056ee904f9ad5b08a4c6d5a1134bec88bc1c761c829eff3447a151,PLACE,NG-PLC-000026,NGP-000026,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000026,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c1ba810c883eb1e310b825758d1599c7512e360873428cd1c6b8b454a2c14a38,PLACE,NG-PLC-000027,NGP-000027,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000027,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4d3569ab703a7f4a4a7090a787eb2189857594beb4051199ec6dc03324e61791,PLACE,NG-PLC-000027,NGP-000027,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000027,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d199b0e563618d466207f219d123c7cecfbd51448f378d91b9b6a90955c642d4,PLACE,NG-PLC-000028,NGP-000028,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000028,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3f92db5e75b219b1c1f2a0e1455700dbd32ec6c4ea06b35dddd8ffcd76abf303,PLACE,NG-PLC-000028,NGP-000028,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000028,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1f761f83709932d0c6190cab722dee728288d46e5b6b695e2930bb6d8451e9dd,PLACE,NG-PLC-000029,NGP-000029,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000029,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3395fd116172f76d552bd180d8ccc26beaa043819104ea1ad5cbd5b0bc0c7cc4,PLACE,NG-PLC-000029,NGP-000029,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000029,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:03f3665cb5eae965f0f7ab088d82c03534f970817126e0a8762d0a64cd8c9767,PLACE,NG-PLC-000030,NGP-000030,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000030,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:67aa87714a02764bf9f25c9829a1faa5be25eea6447067b2f0b3db97ad3e0f1e,PLACE,NG-PLC-000030,NGP-000030,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000030,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:55f9e4958af6b658988228b0c0094e3a4e6e4261bfd83e3463f9bbc7e7a1fddc,PLACE,NG-PLC-000031,NGP-000031,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000031,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:bc759185345a11ad1550965df2b545bbf3192e56811364c490aa0202697a8040,PLACE,NG-PLC-000031,NGP-000031,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000031,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:9df2fa66c0e294ccb1df3ec4a9a031fe2d6529aeb55e1c16442b66ca4f53150a,PLACE,NG-PLC-000032,NGP-000032,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000032,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:35121a925e770f25e5684333ffc74493fc5bba8d607474af960b8db69160b525,PLACE,NG-PLC-000032,NGP-000032,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000032,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0bcff51ba6c6092044d6a2f48d4317335ca54224e4978e5f3c3545d41bdd65cc,PLACE,NG-PLC-000033,NGP-000033,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000033,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1e1c2fc38b14fc542c401d8a3a2077a80c58e00f4ef55704130712982f661602,PLACE,NG-PLC-000033,NGP-000033,SETTLEMENT_FOOTPRINT,p006.7.11.10:settlement-footprint:NG-PLC-000033,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4f0be976516652e3be235655b07b5ab8e6d760eac0e9e4f9ff70d308f3c7690a,PLACE,NG-PLC-000034,NGP-000034,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000034,,PENDING_GOVERNED_LIVE_RESERVATION,2026-08-22,,1,QUALIFIED_PENDING_LIVE_ASSOCIATION,production,SHARED_REFERENCE,NOT_PUBLISHED
