vegetation_observation_id,source_vegetation_cell_id,spatial_point_id,longitude,latitude,vegetation_class,aridity_class,source_annual_rainfall_mm,source_mean_temperature_c,qualification_status,source_dataset_id,source_dataset_version,source_path_reference,source_sha256,runtime_effect_scope
NG-VEG-OBS-000011,vegetation:novegeo:cell:000011,NG-SPT-000041,38.08,-6.667467,ARID_SURFACE,ARID,592,24.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000012,vegetation:novegeo:cell:000012,NG-SPT-000045,39.76,-6.667467,ARID_SURFACE,ARID,586,24.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000013,vegetation:novegeo:cell:000013,NG-SPT-000049,31.78,-6.247467,ARID_SURFACE,ARID,564,25.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000014,vegetation:novegeo:cell:000014,NG-SPT-000053,33.46,-6.247467,ARID_SURFACE,ARID,573,25.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000015,vegetation:novegeo:cell:000015,NG-SPT-000057,35.14,-6.247467,ARID_SURFACE,ARID,590,24.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000016,vegetation:novegeo:cell:000016,NG-SPT-000061,36.82,-6.247467,SPARSE_VEGETATION,SEMI_ARID,607,23.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000017,vegetation:novegeo:cell:000017,NG-SPT-000065,38.5,-6.247467,SPARSE_VEGETATION,SEMI_ARID,616,23.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000018,vegetation:novegeo:cell:000018,NG-SPT-000069,40.18,-6.247467,ARID_SURFACE,ARID,598,23.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000019,vegetation:novegeo:cell:000019,NG-SPT-000073,30.52,-5.827467,ARID_SURFACE,ARID,561,25.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000020,vegetation:novegeo:cell:000020,NG-SPT-000077,32.2,-5.827467,ARID_SURFACE,ARID,573,25.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000021,vegetation:novegeo:cell:000021,NG-SPT-000081,33.88,-5.827467,ARID_SURFACE,ARID,590,25.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000022,vegetation:novegeo:cell:000022,NG-SPT-000085,35.56,-5.827467,SPARSE_VEGETATION,SEMI_ARID,619,23.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000023,vegetation:novegeo:cell:000023,NG-SPT-000089,37.24,-5.827467,SPARSE_VEGETATION,SEMI_ARID,643,22.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000024,vegetation:novegeo:cell:000024,NG-SPT-000093,38.92,-5.827467,SPARSE_VEGETATION,SEMI_ARID,644,22.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000025,vegetation:novegeo:cell:000025,NG-SPT-000097,40.6,-5.827467,SPARSE_VEGETATION,SEMI_ARID,609,23.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000026,vegetation:novegeo:cell:000026,NG-SPT-000101,30.1,-5.407467,ARID_SURFACE,ARID,559,26.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000027,vegetation:novegeo:cell:000027,NG-SPT-000105,31.78,-5.407467,ARID_SURFACE,ARID,577,25.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000028,vegetation:novegeo:cell:000028,NG-SPT-000109,33.46,-5.407467,ARID_SURFACE,ARID,598,25.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000029,vegetation:novegeo:cell:000029,NG-SPT-000113,35.14,-5.407467,SPARSE_VEGETATION,SEMI_ARID,641,23.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000030,vegetation:novegeo:cell:000030,NG-SPT-000117,36.82,-5.407467,SPARSE_VEGETATION,SEMI_ARID,679,21.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000031,vegetation:novegeo:cell:000031,NG-SPT-000121,38.5,-5.407467,SPARSE_VEGETATION,SEMI_ARID,688,20.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000032,vegetation:novegeo:cell:000032,NG-SPT-000125,40.18,-5.407467,SPARSE_VEGETATION,SEMI_ARID,644,22.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000033,vegetation:novegeo:cell:000033,NG-SPT-000129,41.86,-5.407467,ARID_SURFACE,ARID,594,24.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000034,vegetation:novegeo:cell:000034,NG-SPT-000133,30.52,-4.987467,ARID_SURFACE,ARID,569,25.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000035,vegetation:novegeo:cell:000035,NG-SPT-000137,32.2,-4.987467,ARID_SURFACE,ARID,590,25.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000036,vegetation:novegeo:cell:000036,NG-SPT-000141,33.88,-4.987467,SPARSE_VEGETATION,SEMI_ARID,632,24.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000037,vegetation:novegeo:cell:000037,NG-SPT-000145,35.56,-4.987467,SPARSE_VEGETATION,SEMI_ARID,696,22.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000038,vegetation:novegeo:cell:000038,NG-SPT-000149,37.24,-4.987467,SPARSE_VEGETATION,SEMI_ARID,740,20.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000039,vegetation:novegeo:cell:000039,NG-SPT-000153,38.92,-4.987467,SPARSE_VEGETATION,SEMI_ARID,729,19.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000040,vegetation:novegeo:cell:000040,NG-SPT-000157,40.6,-4.987467,SPARSE_VEGETATION,SEMI_ARID,656,22.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000041,vegetation:novegeo:cell:000041,NG-SPT-000161,42.28,-4.987467,ARID_SURFACE,ARID,594,24.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000042,vegetation:novegeo:cell:000042,NG-SPT-000165,30.94,-4.567467,ARID_SURFACE,ARID,583,25.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000043,vegetation:novegeo:cell:000043,NG-SPT-000169,32.62,-4.567467,SPARSE_VEGETATION,SEMI_ARID,616,25.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000044,vegetation:novegeo:cell:000044,NG-SPT-000173,34.3,-4.567467,SPARSE_VEGETATION,SEMI_ARID,689,24.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000045,vegetation:novegeo:cell:000045,NG-SPT-000177,35.98,-4.567467,SPARSE_VEGETATION,SEMI_ARID,775,21.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000046,vegetation:novegeo:cell:000046,NG-SPT-000181,37.66,-4.567467,GRASSLAND,NON_ARID,814,18.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000047,vegetation:novegeo:cell:000047,NG-SPT-000185,39.34,-4.567467,SPARSE_VEGETATION,SEMI_ARID,768,19.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000048,vegetation:novegeo:cell:000048,NG-SPT-000189,41.02,-4.567467,SPARSE_VEGETATION,SEMI_ARID,665,22.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000049,vegetation:novegeo:cell:000049,NG-SPT-000193,42.7,-4.567467,ARID_SURFACE,ARID,593,24.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000050,vegetation:novegeo:cell:000050,NG-SPT-000197,30.52,-4.147467,ARID_SURFACE,ARID,584,26.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000051,vegetation:novegeo:cell:000051,NG-SPT-000201,32.2,-4.147467,SPARSE_VEGETATION,SEMI_ARID,627,26.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000052,vegetation:novegeo:cell:000052,NG-SPT-000205,33.88,-4.147467,SPARSE_VEGETATION,SEMI_ARID,716,24.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000053,vegetation:novegeo:cell:000053,NG-SPT-000209,35.56,-4.147467,GRASSLAND,NON_ARID,835,21.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000054,vegetation:novegeo:cell:000054,NG-SPT-000213,37.24,-4.147467,GRASSLAND,NON_ARID,897,18.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000055,vegetation:novegeo:cell:000055,NG-SPT-000217,38.92,-4.147467,GRASSLAND,NON_ARID,861,17.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000056,vegetation:novegeo:cell:000056,NG-SPT-000221,40.6,-4.147467,SPARSE_VEGETATION,SEMI_ARID,730,21.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000057,vegetation:novegeo:cell:000057,NG-SPT-000225,42.28,-4.147467,SPARSE_VEGETATION,SEMI_ARID,623,24.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000058,vegetation:novegeo:cell:000058,NG-SPT-000229,29.68,-3.727467,ARID_SURFACE,ARID,571,26.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000059,vegetation:novegeo:cell:000059,NG-SPT-000233,31.36,-3.727467,SPARSE_VEGETATION,SEMI_ARID,624,26.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000060,vegetation:novegeo:cell:000060,NG-SPT-000237,33.04,-3.727467,SPARSE_VEGETATION,SEMI_ARID,711,25.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000061,vegetation:novegeo:cell:000061,NG-SPT-000241,34.72,-3.727467,GRASSLAND,NON_ARID,864,22.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000062,vegetation:novegeo:cell:000062,NG-SPT-000245,36.4,-3.727467,GRASSLAND,NON_ARID,982,19.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000063,vegetation:novegeo:cell:000063,NG-SPT-000249,38.08,-3.727467,GRASSLAND,NON_ARID,993,16.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000064,vegetation:novegeo:cell:000064,NG-SPT-000253,39.76,-3.727467,GRASSLAND,NON_ARID,867,18.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000065,vegetation:novegeo:cell:000065,NG-SPT-000257,41.44,-3.727467,SPARSE_VEGETATION,SEMI_ARID,702,22.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000066,vegetation:novegeo:cell:000066,NG-SPT-000261,43.12,-3.727467,SPARSE_VEGETATION,SEMI_ARID,600,25.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000067,vegetation:novegeo:cell:000067,NG-SPT-000265,30.1,-3.307467,ARID_SURFACE,ARID,595,26.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000068,vegetation:novegeo:cell:000068,NG-SPT-000269,31.78,-3.307467,SPARSE_VEGETATION,SEMI_ARID,674,26.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000069,vegetation:novegeo:cell:000069,NG-SPT-000273,33.46,-3.307467,GRASSLAND,NON_ARID,820,25.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000070,vegetation:novegeo:cell:000070,NG-SPT-000277,35.14,-3.307467,WOODLAND,NON_ARID,1018,21.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000071,vegetation:novegeo:cell:000071,NG-SPT-000281,36.82,-3.307467,WOODLAND,NON_ARID,1122,18.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000072,vegetation:novegeo:cell:000072,NG-SPT-000285,38.5,-3.307467,WOODLAND,NON_ARID,1081,16.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
