assignment_candidate_id,administrative_area_id,geometry_role_code,geometry_reservation_key,geometry_id,geometry_id_state,assignment_version,effective_from,effective_to,assignment_status,legalization_decision_id,runtime_effect_scope
admgeomassign:nngla:c59f13062fcda1a92b7e56e9eae3c40768deca88c4a03851b8610ab1f5b59267,NG-ADM-000011,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000011,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:00c2696c1491695c617d45776e06e9cf2c5fda18bcf97314230e8889bfbbaa56,SHARED_REFERENCE
admgeomassign:nngla:1e9190043f48428fe496c02e28b1f57a3c461386f7a8b2226c28fb11177f2efd,NG-ADM-000012,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000012,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:a48a8d5217839151c5249009b6b8096b41e31ea3c273aa8f30163efd880a35ec,SHARED_REFERENCE
admgeomassign:nngla:a13376c7222ba321b451ab7256375bf1098fc805d2105b263d5fe671a5a89132,NG-ADM-000013,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000013,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:38b6be5616d37ed8e2fb4f857a90117903b8e66f1319a67771192be6fe0661a6,SHARED_REFERENCE
admgeomassign:nngla:b852119969ebe07936229cb2de51c04b0ff3c791d9b4292073930fcd6b89fe0e,NG-ADM-000014,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000014,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:f92060a67f4b04494b60959a35e53b45cd94a1c83b3f76bd4ec0c6576f65e911,SHARED_REFERENCE
admgeomassign:nngla:8d8ebff47f5d87ab57234416f43521fab9506184a26ec643c60b3dbd5b2a24ab,NG-ADM-000015,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000015,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:d305a469f90a8535a881c7c65b8d3e31f9bb28574497cff6aede2322ab8c7639,SHARED_REFERENCE
admgeomassign:nngla:c83638508a27392d2ca26b577313a3ee5747536d90cbe6ec60326aa6b884b82a,NG-ADM-000016,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000016,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:3f9cea461d0be7bff5ded99e413de60cfc0b89ff48b95fbda71e0259bd411e48,SHARED_REFERENCE
admgeomassign:nngla:015283f5bd90ec047288c6d9f2dcfe2f93b317fc1652f448a32d66833f800a06,NG-ADM-000017,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000017,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:ebd97c24c7a9e2ab0ac68092d15e0e8a3de17e2f73751593ae877c5e9eae6622,SHARED_REFERENCE
admgeomassign:nngla:2550dcf4c9fe7a74815ddc1226eeb3789b356467a4ce21999386ef7a0d37a22e,NG-ADM-000018,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000018,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:faff01a54a12ca8f953792799488cccdba76fbdb9c01e404cb0a82a3a0575bc4,SHARED_REFERENCE
admgeomassign:nngla:2b701d9ac0eaf936950b627a5cb735dbaacb40cf69cb17a37d351ef9b94e4aa6,NG-ADM-000019,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000019,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:ce36ace9cbb2a6dc8dcdc60c90f5d2c575ccd96cb6603b0e6cc40a08baf2a62b,SHARED_REFERENCE
admgeomassign:nngla:ac7a8ba2b569436fc9fdf137116691acf445effb929f6472c02c1c50f15f08b3,NG-ADM-000020,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000020,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:7c627c715e6375b8276248daf3aff58c6817252613352cf1d4b16b0c6ff660a4,SHARED_REFERENCE
admgeomassign:nngla:600a139ef6def9848d221571e54d3afaed874dc0e9ecfd0a26f396151de692a4,NG-ADM-000021,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000021,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:6c7e8599906bbfd76219c26837d61409fddd7631e082ddf15418aa91e9d42640,SHARED_REFERENCE
admgeomassign:nngla:ea68e03da9cc44c3103df9c59f44a0d15fcf4091529655eccccb9a74ff98d509,NG-ADM-000022,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000022,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:7404fd131a249330041630ad2f55468496d89a22e84b794291e3c7a5bae79027,SHARED_REFERENCE
admgeomassign:nngla:da8074ef2409beb80e1c3dd38850c47cad7f0514a7ab0cfd1031aa7ac9c90241,NG-ADM-000023,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000023,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:3383e42109fdf9b18c3f4e85b4d9c37de99e92c52c10a5388e3be2188d6a6f63,SHARED_REFERENCE
admgeomassign:nngla:c6b0f938c043e9b76ac62e443afa2d0970d9def5253778d95390ecc6f7f2aace,NG-ADM-000024,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000024,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:6df1538533f69868730772217b61612aeb0013949a0ae5b2979ad9d49f081f5b,SHARED_REFERENCE
admgeomassign:nngla:dbee18cf017318659ccd30199e3c1553cfa5e31111d2c17d2ce1539aa065d7dd,NG-ADM-000025,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000025,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:c4c3dd6bfee4495791f71604cae76cbb9fe398bf30764a37e5e57da36cdb87c7,SHARED_REFERENCE
admgeomassign:nngla:382b70ff245bcbab9ed16a067a2a3630a18174d3c355af7397fe0060b101cf87,NG-ADM-000026,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000026,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:33c0f1e0cf1a2876b1ee41b5d47c8ae1bb27e87b9c0f0ee3f9f4a521ab17eacb,SHARED_REFERENCE
admgeomassign:nngla:15bd4fbf5db9e4d78962b8115ad57eb9a59b32983f3d744fa0ca26e2d64ae400,NG-ADM-000027,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000027,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:592d757a5e3c1d7314958be184756c3e2fbb9e776b93fd09e3d949108a614747,SHARED_REFERENCE
admgeomassign:nngla:c5ac0d739f9db15315a5883d422829a483d43e75021b99f743564487cd6c2156,NG-ADM-000028,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000028,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:7af91e0714a40fa98781100a8a693d657a64700dd58c7e7aa2e10c1b207b352a,SHARED_REFERENCE
admgeomassign:nngla:a5a3137548e0429038909e282fce04355aee02b60c49d2c9256d85cfb112d890,NG-ADM-000029,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000029,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:ca85cf819223e38a39be290a93964dfe7081825bc0e65ebd84dc8b95c36e34f0,SHARED_REFERENCE
admgeomassign:nngla:8f5f220a9d167360b65226aa0273a650624643375b799e2fe13819bc5c3d1f57,NG-ADM-000030,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000030,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:6228415f75c5d06e7c69316c3572908982215c9a39273d0f7d12879415a67d9e,SHARED_REFERENCE
admgeomassign:nngla:394ab680923117f84b79eb0f3299f3151a5ccb276b9454d7ef49dde9efa1cf5f,NG-ADM-000031,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000031,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:ed9be4bbfa0ea1c05bf9651ba484b8d2d3c15d1ebf72aa4c5394947aa3df716b,SHARED_REFERENCE
admgeomassign:nngla:8357534b8b4de97905ea16fc78c33288b44ffe40880b115d682c85931fd2b6c8,NG-ADM-000032,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000032,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:f37173f0ab014680cf2e00a743110e59572ed9bcbb23d65eea33d6710330a450,SHARED_REFERENCE
admgeomassign:nngla:60b1aa7907ea20b68eb94d7ef8fd72f864f492aed44bd33aff72f925686e1b8b,NG-ADM-000033,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000033,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:8ab307faf10162c7ccd8d66bb66262c4ced7a2ce19ce4f383c64f52b6b3c3976,SHARED_REFERENCE
admgeomassign:nngla:59d0bd29969ecbf83fff761d7f815dac293f3a23dd73c9597bd5da985ef924c7,NG-ADM-000034,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000034,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:4e1d979d854e7189fbe728f4c8e91bb144f76e2e38474d583a7caf4e4a185c64,SHARED_REFERENCE
admgeomassign:nngla:d6195925683a01a4dd7df6e0f0cd29ea871e94f842a66ade38f8a11f5d142b4a,NG-ADM-000035,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000035,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:30d6fdb3a63c45cfec39a3fabdf934b968dcc0edfb390c8ac0dc0203c786151d,SHARED_REFERENCE
admgeomassign:nngla:697a7f2e45a5ea1cf4aaa15057beb5cf0a4c11e99421c986d30cd92fe00a8cfb,NG-ADM-000036,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000036,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:7ee03842454e4179d719857bc0a7dae0af01b5241de2a795ddd8b09cf2466598,SHARED_REFERENCE
admgeomassign:nngla:0aacc4dd3c369111d2976a104cb6832da3f7be059ea66aa3802f41116327a09f,NG-ADM-000037,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000037,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:8233ec46e00cdf02d1500f93ca64576600b0bae759b5e8f884f93f319fe0afb7,SHARED_REFERENCE
admgeomassign:nngla:1062ea84d5f3014d9a95f549c6b34df3615557212ede7661bb29a3fc760001cf,NG-ADM-000038,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000038,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:f83e53b5b048e6f70f20a53549ceaaa80a22bf553ceb4a20cf996f004e2ac77c,SHARED_REFERENCE
admgeomassign:nngla:29790451c8738dc0bcf5625c36e6a701b01f3ea9ec541f582c7acf606299d1e8,NG-ADM-000039,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000039,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:91be4829414a3dad0b5057888df62670b17b7f42dfb4c4d5e0b912cf2b892098,SHARED_REFERENCE
admgeomassign:nngla:975ae15a2da2df5277a930d8a7fddc34fa5f9ffe48701498c152d9cb20fde863,NG-ADM-000040,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000040,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:8f78b2fad06f58017215b4e5024314a7ef38664334df2e3e92bc429bf9443a90,SHARED_REFERENCE
admgeomassign:nngla:05c9e87d9b860602e88199abf3ee6bb5fd926ff344989602ce5e3509df756772,NG-ADM-000041,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000041,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:c6da00276dfdecffe94ff198be65f447059519ae6ee31d01326dbb55c8e2a18e,SHARED_REFERENCE
admgeomassign:nngla:562aaf2d8e061bf615f503ad57a53678f72492f1584763c84b538c2836159184,NG-ADM-000042,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000042,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:8e61b181c745dc68af4bba58e5ab01bf26b26b838d0718dca8352d1fb95e07d8,SHARED_REFERENCE
admgeomassign:nngla:e32f186c9f52a1dfb445af2277cfaf383801beaeb9d1cd27e64528de44546577,NG-ADM-000043,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000043,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:81f61f4b65fa1be24480c8229c4d4962333ca202ba1ae56318483f2711758161,SHARED_REFERENCE
admgeomassign:nngla:3058de8b00e344ce2c9c05c9ef9bbf2e5d7a6ebcd145d29114d107a6941803cf,NG-ADM-000044,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000044,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:55358b95321a417f8942ecaed00a400e7bc949df39c9dac67aa446e070967deb,SHARED_REFERENCE
admgeomassign:nngla:6bf348fb76fddf8a672f77847f24f099bb8721bbb8254e12e4801206b7eb7d84,NG-ADM-000045,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000045,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:e2de0fd6ee6f4fa8e3c60b1c152005fb432374a8f8a03806a4365a4d962026c2,SHARED_REFERENCE
admgeomassign:nngla:90a8ceb03c7ce2c28eba007a68002289ff584843a3c84c53623a8bfddc1ecd4e,NG-ADM-000046,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000046,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:3367ef0560838502af465121269db53d877db442912935a0c3ffc4f34a042bc2,SHARED_REFERENCE
admgeomassign:nngla:747eeec02f0490f326c92707d557a8fd69174c0d7680586d5cfe0651b977ac33,NG-ADM-000047,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000047,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:fbf994e68fffc7b7fbf0fd4ad57242a6813c8c1cc6697acdff6a3f75301dcb48,SHARED_REFERENCE
admgeomassign:nngla:2d11f606ee865ef9e61c52a96d490aa0727709d3a030409df44149bdf926ce3a,NG-ADM-000048,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000048,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:cf4ec49e9c16f68b01dd6c619371b70ed5e26ca2cb587f36f6e10c0788384f5d,SHARED_REFERENCE
admgeomassign:nngla:2e5136e7a8c7ce20912ef3597c9f7c8837bf83d634015869d05d6518e416cac6,NG-ADM-000049,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000049,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:f291b71ea86260f5e891ccb8c29a295c20208548846a833116726bf9b0f877e7,SHARED_REFERENCE
admgeomassign:nngla:624d1e1cc33d468445c87c8bb2e5b16387c8abcf001499831470c0cfb43ee742,NG-ADM-000050,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000050,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:3b3a16b409e9f1570ffc7a13f8187b4a69d669838122589748373f3eac176d6c,SHARED_REFERENCE
admgeomassign:nngla:af4819e9a62b9f24c6a74828918fae9b9334c31ff13d03b16d0089f311168fcb,NG-ADM-000051,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000051,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:781bc2a20d1a061c4ea14887216549c99634370f5a17cc60e8e6974321d2a641,SHARED_REFERENCE
admgeomassign:nngla:7dc154847277db261144e2860a9f76209348746c5631d1784e79590680c36d89,NG-ADM-000052,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000052,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:f389a660c9f1e350ba59d3d9de81df9db75c1f19ddef01ae303abbc69b170655,SHARED_REFERENCE
admgeomassign:nngla:a9afbd277d5e6fb6d5ed9f9ffa051eb085959d983f273d4772e1746ec2de00c7,NG-ADM-000053,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000053,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:7c2acdb50a2591d80d0859d06184d83b9828d8303c0fb3c5f4bad23439a23bd5,SHARED_REFERENCE
admgeomassign:nngla:aa766e935b0800864541e553a323f22bedfb1006f262409b262c4537a06604ec,NG-ADM-000054,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000054,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:292c9acb044cc11b26670df75e292c04f26e560bcb40440b2f995a7998cd6e80,SHARED_REFERENCE
admgeomassign:nngla:5f0b0914e8e223fd1edf01813fee147c6cf067612e428bf3c9939c08c844b356,NG-ADM-000055,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000055,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:ef3bae6284563eea7877b69e4075ef7892c3a58772af29fc60bc5cdeecb5b158,SHARED_REFERENCE
admgeomassign:nngla:574d18ad5fd7bf2d11111aaed19a79af2aff5c8e0dc06469fa65b74b1d9e65e8,NG-ADM-000056,ADMINISTRATIVE_BOUNDARY,p006.7.11.11:administrative-boundary:NG-ADM-000056,,PENDING_GOVERNED_LIVE_RESERVATION,1,2026-08-22,,QUALIFIED_LEGALIZED_PENDING_LIVE_ASSOCIATION,admlegal:nngla:9601384b51221b8ffe98a15765c582fed56a53aa8ed0ed7e0dc32b12c3461f3f,SHARED_REFERENCE
