reference_candidate_id,source_place_code,place_id,canonical_name,place_type_code,region_code,parent_source_place_code,longitude,latitude,crs_code,sovereign_part_id,supporting_spatial_point_id,support_distance_m,placement_basis,geometry_role_code,geometry_reservation_key,geometry_id,geometry_id_state,spatial_assignment_status,outcome_status,exception_code,runtime_mode,runtime_effect_scope,publication_status,legal_boundary_status
placeref:nngla:5d37a02a6f9d0a24d255b3057e1ef2e47be5fa5b43dc42bd381a7ba766d94e3b,NGP-000011,NG-PLC-000011,Embassy Arc,CITY_DISTRICT,NGR-01,NGP-000001,36.352255000,0.857865000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,6560.437,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=CITY_DISTRICT:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000011,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:3c722cb2f4e0409d74a59593a0c8cae9d015f700deb81f08487bc15f2782c425,NGP-000012,NG-PLC-000012,University Ring,CITY_DISTRICT,NGR-01,NGP-000001,36.437371000,0.949161000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,7544.044,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=CITY_DISTRICT:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000012,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:93f1b9e98ad9a23945ec96bd14af52e9d187bd60f85fc0217a9f2d1a986691e2,NGP-000013,NG-PLC-000013,Vondrel Gardens,SUBURB,NGR-01,NGP-000001,36.542436000,0.968068000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,17925.599,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000013,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:241458724a82c32d8d01fb86804b6495ac9d92ac8a1d45a267434ac272f5bd2c,NGP-000014,NG-PLC-000014,Lysara Heights,SUBURB,NGR-01,NGP-000001,36.618704000,0.921738000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000630,22614.700,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000630,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000014,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:d56488e415bf609d19005cb69884fa746132ab3d0c7eaab3d61655bc785f23eb,NGP-000015,NG-PLC-000015,Varenza,SUBURB,NGR-01,NGP-000001,36.417960000,0.675074000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000594,22609.924,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000594,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000015,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:a8d0f68f6012ca0971eb1235d49bf817168a15b7f1f494b0d8e662841320e802,NGP-000016,NG-PLC-000016,Tekhara Gardens,SUBURB,NGR-01,NGP-000001,36.239219000,1.015171000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,22483.259,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000016,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:e70fdaca9d671d11fde7874b851982b6b7d741f64d94cecc7c8d2bfcbc4ce34f,NGP-000017,NG-PLC-000017,Elvarin,SUBURB,NGR-01,NGP-000001,36.314711000,1.033478000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,18317.731,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000017,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:2318f068d9baa0f2e8e37211718c2b12e49253142fce9db13be43a15125dfc0c,NGP-000018,NG-PLC-000018,Nyavelle,SUBURB,NGR-01,NGP-000001,36.298002000,0.702954000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,23937.117,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000018,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:66e4fdfc669cc552cc14e5586249a58fb9ba554f57f4f5bd0ef65bdc5bec9ed3,NGP-000019,NG-PLC-000019,Moraen Park,SUBURB,NGR-01,NGP-000001,36.462935000,0.818751000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,10782.893,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000019,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:c2fec321b040a3153d60e64e2b68a692d27962858481bc11033c56cbd40eb595,NGP-000020,NG-PLC-000020,Tekkai,SUBURB,NGR-01,NGP-000001,36.382916000,0.804238000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,10000.022,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000020,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:44a967003fab2f2a89ab48c871f093a04993b8688e0d129743bf241f402722eb,NGP-000021,NG-PLC-000021,Vondel Ridge,SUBURB,NGR-01,NGP-000001,36.271395000,0.991270000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,18027.246,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000021,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:ad08644bfc1e0f2119539677d9c4b3167cb850bd30fa07a50092e023d9548d4b,NGP-000022,NG-PLC-000022,Aelmar,SUBURB,NGR-01,NGP-000001,36.183345000,0.881551000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000628,22641.209,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000628,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000022,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:f9d1ce6c9b74e94b4ac5b358b8b57d2e0ce714ef2275a5e933e1ceefb3b501c3,NGP-000023,NG-PLC-000023,Sabaro,SUBURB,NGR-01,NGP-000001,36.466409000,0.953186000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,10000.016,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000023,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:8daa3baf4f13706035bf4f782a2fc9e50ffdf3547f94270f61658942a83d05df,NGP-000024,NG-PLC-000024,Trossgate,SUBURB,NGR-01,NGP-000001,36.325117000,0.942349000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000629,9999.931,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000001:POLICY=SUBURB:ATTEMPT=1:SUPPORT=NG-SPT-000629,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000024,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:e59971604f99044e775907bcff62e4fe80fa78934ff9699f6824a463ac2a3768,NGP-000025,NG-PLC-000025,Ashbourne,TOWN,NGR-01,NGP-000002,36.475517000,1.446578000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000663,17106.550,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000002:POLICY=TOWN:ATTEMPT=1:SUPPORT=NG-SPT-000663,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000025,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:b2cad93e8f9ed63d4ea46b8789753b71c50ac28d9c85d9cde9d3bc044d2c581b,NGP-000026,NG-PLC-000026,Crescenton,TOWN,NGR-01,NGP-000002,36.777472000,1.432012000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000664,14101.546,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000002:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000664,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000026,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:c1ba810c883eb1e310b825758d1599c7512e360873428cd1c6b8b454a2c14a38,NGP-000027,NG-PLC-000027,Elmtree,TOWN,NGR-01,NGP-000002,36.482614000,1.380115000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000663,11866.464,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000002:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000663,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000027,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:d199b0e563618d466207f219d123c7cecfbd51448f378d91b9b6a90955c642d4,NGP-000028,NG-PLC-000028,Faircross,TOWN,NGR-01,NGP-000002,36.728377000,0.914862000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000630,10484.977,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000002:POLICY=TOWN:ATTEMPT=1:SUPPORT=NG-SPT-000630,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000028,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:1f761f83709932d0c6190cab722dee728288d46e5b6b695e2930bb6d8451e9dd,NGP-000029,NG-PLC-000029,Kingswell,TOWN,NGR-01,NGP-000002,36.887025000,1.215980000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000664,13068.447,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000002:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000664,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000029,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:03f3665cb5eae965f0f7ab088d82c03534f970817126e0a8762d0a64cd8c9767,NGP-000030,NG-PLC-000030,Brackenford,TOWN,NGR-01,NGP-000003,37.127120000,0.832912000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000631,14193.680,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000003:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000631,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000030,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:55f9e4958af6b658988228b0c0094e3a4e6e4261bfd83e3463f9bbc7e7a1fddc,NGP-000031,NG-PLC-000031,Rosehaven,TOWN,NGR-01,NGP-000003,37.072459000,0.980246000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000631,21026.180,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000003:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000631,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000031,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:9df2fa66c0e294ccb1df3ec4a9a031fe2d6529aeb55e1c16442b66ca4f53150a,NGP-000032,NG-PLC-000032,Claybourne,TOWN,NGR-01,NGP-000003,36.663723000,0.787683000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000630,20924.411,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000003:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000630,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000032,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:0bcff51ba6c6092044d6a2f48d4317335ca54224e4978e5f3c3545d41bdd65cc,NGP-000033,NG-PLC-000033,Newstead,TOWN,NGR-01,NGP-000003,37.084969000,0.549084000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000596,19225.096,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000003:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000596,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000033,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:4f0be976516652e3be235655b07b5ab8e6d760eac0e9e4f9ff70d308f3c7690a,NGP-000034,NG-PLC-000034,Larkspur,TOWN,NGR-01,NGP-000003,36.737769000,0.351149000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000595,16302.754,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000003:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000595,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000034,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:e98d3c4b3023d821c7ed3699243ae527e4d6880f1b8a4ad942a3e90589ec8536,NGP-000035,NG-PLC-000035,Eastbridge,TOWN,NGR-01,NGP-000004,35.722439000,0.809775000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000627,20269.704,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000004:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000627,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000035,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
