subject_id,record_family,display_name,geometry_reference,naming_status,lifecycle_status,spatial_status,geometry_publication_status
NG-PLC-000069,PLACE,West Eastbridge,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000070,PLACE,Eastbridge Lane,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000071,PLACE,Hillmark Wood,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000072,PLACE,Hillmark Beck,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000073,PLACE,South Greyhaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000074,PLACE,Greyhaven Court,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000075,PLACE,Willowgate Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000076,PLACE,Willowgate Downs,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000077,PLACE,Stoneleigh Mill,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000078,PLACE,Stoneleigh Park,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000079,PLACE,Cedar Market,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000080,PLACE,Junction Five,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000081,PLACE,Old Toll,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000082,PLACE,Farmers' Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000083,PLACE,Lantern Cross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000084,PLACE,Eastline Industrial Park,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000085,PLACE,Capital Logistics Zone,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000086,PLACE,Northgate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000087,PLACE,Caelith,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000088,PLACE,Skeldrun,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000089,PLACE,Pinebarrow,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000090,PLACE,Crown Steps,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000091,PLACE,Highgate Core,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000092,PLACE,Observatory Ward,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000093,PLACE,Foundry Terrace,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000094,PLACE,Old Switchback,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000095,PLACE,Alpine Exchange,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000096,PLACE,Northgate University District,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000097,PLACE,Cloudline,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000098,PLACE,Pineglass,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000099,PLACE,Heather Vale,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000100,PLACE,Slate Gardens,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000101,PLACE,Frostmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000102,PLACE,New Albion,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000103,PLACE,Kaelor Heights,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000104,PLACE,Bramble Court,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000105,PLACE,St. Arden,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000106,PLACE,Maple Rise,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000107,PLACE,Aelwood,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000108,PLACE,Ridgewater,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000109,PLACE,Windward Heath,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000110,PLACE,Aelgrove,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000111,PLACE,Kaedur,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000112,PLACE,Østmark,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000113,PLACE,Valekirk,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000114,PLACE,Snowmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000115,PLACE,Frostholm,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000116,PLACE,Trossfell,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000117,PLACE,Birchpass,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000118,PLACE,Ravencrag,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000119,PLACE,Highmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000120,PLACE,Cedarwick,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000121,PLACE,Bellpine,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000122,PLACE,Glenvar,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000123,PLACE,Moorsend,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000124,PLACE,Ferncross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000125,PLACE,Lower Caelith,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000126,PLACE,Glen Kael,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000127,PLACE,Passfield,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000128,PLACE,South Skeldrun,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000129,PLACE,Icebrook,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000130,PLACE,Mill Crag,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000131,PLACE,East Pinebarrow,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000132,PLACE,Woodcutters' Line,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000133,PLACE,Briar Junction,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000134,PLACE,Lower Aelgrove,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000135,PLACE,Aelgrove Fell,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000136,PLACE,Upper Kaedur,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000137,PLACE,Kaedur Glen,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000138,PLACE,East Østmark,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000139,PLACE,Østmark Beck,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000140,PLACE,Old Valekirk,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000141,PLACE,Valekirk Crag,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000142,PLACE,South Snowmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000143,PLACE,Snowmere Pass,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000144,PLACE,Frostholm Moor,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000145,PLACE,Frostholm Fold,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000146,PLACE,North Trossfell,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000147,PLACE,Trossfell Tor,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000148,PLACE,Birchpass Ridge,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000149,PLACE,Birchpass Tarn,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000150,PLACE,West Ravencrag,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000151,PLACE,Ravencrag Pines,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000152,PLACE,Highmere Heath,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000153,PLACE,Highmere Stone,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000154,PLACE,Lower Cedarwick,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000155,PLACE,Cedarwick Birch,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000156,PLACE,Bellpine Dale,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000157,PLACE,Bellpine Run,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000158,PLACE,Upper Glenvar,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000159,PLACE,Glenvar Cedar,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000160,PLACE,Moorsend Barrow,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000161,PLACE,Moorsend Brook,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000162,PLACE,Ferncross Wood,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000163,PLACE,Ferncross Brae,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000164,PLACE,Goat Bell,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000165,PLACE,Highland Cross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000166,PLACE,Copper Stall,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000167,PLACE,Pass Market,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000168,PLACE,Wool Exchange,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000169,PLACE,Cloudworks Industrial Park,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000170,PLACE,Granite Rail Estate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000171,PLACE,Cloudrest,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000172,PLACE,Alpine Lantern,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000173,PLACE,Vondara,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000174,PLACE,Greenbarrow,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000175,PLACE,Kestrel Plain,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000176,PLACE,Solmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000177,PLACE,Vondara Central,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000178,PLACE,Grain Exchange,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000179,PLACE,Copperleaf Ward,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000180,PLACE,Makers' Quarter,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000181,PLACE,East Viaduct,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000182,PLACE,Old Granary,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000183,PLACE,Innovation Loop,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000184,PLACE,Grand Station,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000185,PLACE,Meadowcrest,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000186,PLACE,Kenwick Park,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000187,PLACE,Solara Fields,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000188,PLACE,Vondel Grove,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000189,PLACE,Fairmead,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000190,PLACE,New Verona,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000191,PLACE,Kaelstone,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000192,PLACE,Greenhaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000193,PLACE,Ashford Lane,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000194,PLACE,Juniper Rise,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000195,PLACE,Eastmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000196,PLACE,Orchard Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000197,PLACE,Vondel,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
