coordinate_candidate_id,canonical_longitude,canonical_latitude,governed_crs_code,occurrence_count,land_marine_classification,canonicalization_status
coordcand:nngla:80f0b68c3d46df575d3a3e4f23ea3bb990d3f3620f7fe3196f5d8ce6acb9cf50,35.67153,-7.624423,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:74de8960ae2c3428dddbd25327c869eb5dcffcf28bfcb8f8191b089ca90ec45d,38.42561,-7.616549,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:3bc4f045ad6d31848678097316f276d53875b55c15378d07cb4f26013f69f0cf,35.527951,-7.603548,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:df4e2884c6ad08af27b214675c53d72a6d5fbf8b13bc811a2c9d2f7bd611a6d0,38.497938,-7.59447,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:1719d54263aa5767aa91e9d7702d502d46e5e9fe0a0482ba45c4f8524d818908,35.384793,-7.580265,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:25b5f815f4938d7061afc063f4af7fc579b6393162e6169816ea236280c4c3ed,38.568444,-7.565474,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:861c99b82e0ca41f98fa5d405d30c75e58922cf12da80ad24f80bef6180b0371,35.241661,-7.556836,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:c5da6f9b60ef43e6d091aa796733f9a97de0479a2aacc7ff3a90a57c80f2a12e,38.639207,-7.537447,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f498ede860ba4e580c8bc12dbeed7d010d9031aba10df169c461aae7116c7235,35.099481,-7.527967,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:3bb5663b48b9e9a7df97d728494b6570f75ba2527b49fa75276536e79453e219,34.955814,-7.507591,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:b1bffb317f791c4f6e39a19bd4c9d3b67952a4b677d8fbb361d2a4d73d83007f,35.14,-7.507467,NG-CRS-EPSG4326,7,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:2bcb36a40983a376f738e44d5925d3e557b363ee6dd50af0de6d3c0a5d582116,35.56,-7.507467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:81aec24c2e7e2bf35b1c5ad6c4e5c38999e76d2cecae1164bab44ad86049db69,35.98,-7.507467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:10214c84d7b7de094f614b861c10437d5c6949e99340bc9ac6c804b44a16a377,36.4,-7.507467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:57409d906620fc5e6a0a6598708535927a8b26bf62ae11230bbacc3fb8ae99f8,36.82,-7.507467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5734a3cf5723e5b55f146884bcf22a6774dd8b140d6bd7e57f25e7a91551e92c,37.24,-7.507467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e60b7b147ad4e8bb8683eaea08d50a974776d9a01d9343f23f6bc4b7e4f8147c,37.66,-7.507467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:b0fd96316927c097045d6941adfb96b0f5919e3f5af03736294dc2b7c8965258,38.08,-7.507467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:da710db43c8e7b2b2a1341889fd7bd274452123fdc4d43054fa8ea090cc231ea,38.5,-7.507467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9f2874914368c5fc10cfe8c42d158525c3ed3de01bcb0bda4fa93da83e624905,38.708503,-7.503848,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f09acb943aabc3bef249e903bf1bee0fa1ec6ba0daea65b1e7658074b105eb0d,34.812789,-7.483554,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:751cb64a00c562a9f0a309765d31a22d4b3fb418f18e65f22c71acde3a82214b,34.670611,-7.454673,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6cde1e9bb50c70468099f9112f628c613f1a454e127f89953e05d57554c9125c,38.773639,-7.454443,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:8761a7bc67d5ca1af17b61e2102b025dba8168de9fa00d0956d0254525c9295c,34.528369,-7.426159,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:1082bf9da1d8af8635abbcf0c7c27f539ac6b6b736cc4bcb59c48808466d2fd4,38.837649,-7.400759,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:3a59e360ad463b153406184228bd0ffc8c4e3e7b85221face9705b405f58f6b2,34.386416,-7.39599,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:7cb98f3adfc28ccabd07c0459a0eeafbed5d25f51c8d8bdcb663758c19bf422e,34.243262,-7.372689,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:169418da8c2358d7cd4704bb55904ce1f1022d0789038bea7d01a1e09419025e,39.063968,-7.37,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:d20ebfa112bef3d7e240c669db222a04db932673b09d772dc314a264f3038d65,38.907586,-7.369594,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f3b8ef73eac57272b34dc4d81fc63977fe1ff9a9505512e633b9c6bea806edb3,38.98511,-7.367264,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6f01454f0ed8384594d5e2b23f12b187fb0c848d37e98500841453a992f7d953,39.138996,-7.358184,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:2b0ba8c51863f5bef49475b56b5f966fb22fc289c9d8a4e863ef45464acd7fe5,34.1,-7.35,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9b835a39b53fe14798aa2acc18de1983e02861791bdd43d9f706ed7845b553b8,39.212726,-7.341435,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:8624a1ae9e8f52c04446c05420f3c7a3d192661f9799d207be88185b19aeffd5,39.289441,-7.33603,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f11ef67e6db8292a84a1a0e174f652c0f7ac4214762c8bc5c8180c50f7ccf4ee,39.367056,-7.334043,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:c034f2af85d06e915dc09f35104a57a5843e522a630789740efb956bce92bf9b,39.440362,-7.315685,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:b2cd21fbcb5dad9dd84eb250a84cdd9fe1c2330db03cac5b0fec44eb2a248c06,33.960816,-7.310354,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5e91f312687b332db1bd57c7c625f518d7f5d8d5611f34fabf62c423faf632d7,39.510026,-7.283482,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:85ad5d9f487c3e25250e9e69abc9742ae81472476aa6f5c922708cb17a92e763,33.820453,-7.274887,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:79ec8a67a93a4afeae3c3e87bccaada033f4404dfe56d661c2d7805bbfc35588,39.582281,-7.261129,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:8fd16918996df066ace23d424926de191075a5a6f2c13a8bacd499ee5a8e5b50,39.738517,-7.260979,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:285b8074474fd8a5877c79ea480803a89b1da9c2b459e9a5f07840b3d227a1f8,39.659843,-7.258942,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:691634de2557d0225ad3d834d7c67ed81320c3677913c49fbfc4979b820c4ea1,39.813871,-7.2504,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:90867c912b84d54a7544c21920149afe377d1152820ebbec8b841d5733543f9d,33.679919,-7.240028,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0c52327ddefe0db093b8ea49ad8507893cb4c8b259879b44092d96340259ef06,39.886467,-7.229344,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f6e258d714f9fe51cefd6a7a42fb557cf8fd21c979e4f58ec30f1db10ee89347,39.958553,-7.206346,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6acda987adfd695ef811385611410b8c531d64cd8368dc12599a8e638a25bf3e,33.540757,-7.200302,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:45f1bb61b30a47de9bda263a7ea4801ddb2fcec56feb81bef80cfeb20f736b86,40.029911,-7.180584,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:55c44bd8fbb670c3907875978b773202044eb9bd2fab65d10bee6ad158f47730,33.401775,-7.15994,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:887dbaadb454a2d98c4ba7b2c346b0b6e7bbe30731668fd1b1620dd9e0143260,40.1,-7.15,NG-CRS-EPSG4326,2,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4192163ae6193cc5d7f327532fcf346f6a117e74d4cdbc1a31ec7eaea2efed17,40.15446,-7.115075,NG-CRS-EPSG4326,2,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4122c80422ffe67cb04baa32bf2ca85e460e1d10465119e5e7262a0555661545,33.264497,-7.113536,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:d35b2631600390f871be6c3509f7eeb99f794c63217fe69035fd1b42d4a91739,33.46,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:84bda2e5834c26c989cf7f59b48ebd4fdf479bd661f215507d3b186f95ea0491,33.88,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4e402e4d61f0350f60a2102146ff37114aa3fb2f7ea2d544dbe4866df8153afe,34.3,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:c1baebe0a395fea921b016edd26cd1e8ff0dd0b641052f5fa9c2cdcc36dfa45b,34.72,-7.087467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:c3f90e75d7abc928aceea8d082adfcde94950239389b7701711903e026a93ca9,35.14,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:783faf127111d7cdfeb0047f35c49191368e26616d765273142ba5b8a228f744,35.56,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:fe8abfb96eaf219de2d8c2ef9fdf4a2ed66016f30e0efd9ea9faaacef0bd53a6,35.98,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:080237cce06171d598fb08234c31cec6efd4cf7bacca0486a8d32bc686c78032,36.4,-7.087467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:bc2cf8e002ff788a6b735522b7af8ac2a1c21243f4bc32102740b43c41805718,36.82,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5735a6c481b146142a23112d6d8d4ec7334b79b137d3a75b4098c99c01b502ab,37.24,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:2d2fcc3397dde93c2fa85e90b7ae331235db99f97342fea4def4a31ce9c827db,37.66,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:a88098e374d0405324d8ab5b87b6836af8179a36d25cfa645feb6d72d53be7ee,38.08,-7.087467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5d8212e5098e0aa50140424ad2e73528ae1f9e8bf0192d314da1f6cc65a39592,38.5,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0260e49f9ace7dae2f72fc152ccda3f3ce36eb3f65712987a2c90159d5bd1de3,38.92,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:00f306f368cbbe1c2a207c96134aa94ae8fa583aeb2f73e534490e3682c51cbc,39.34,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:998e7fbf7060b8b5ad584fe091996df03c5b895a8c1de7f88b046671a31e8b25,39.76,-7.087467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:34124b0487a5413dfc1388dc6f56054691dcbdd583f111c4e7f6567ca5bdb6e1,40.18,-7.087467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e5747d2226caa67b5b7526f75622b1586d816392fa8a35a4914f56e6bfe3221e,40.207068,-7.076989,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:a173436f1e9028cdf44195cfce917013bac55d9016890b7ccaa0753ac43c5ed6,33.125087,-7.074691,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:93e979851feea9eafa0b5cf7e95cf09dd595091742c2c869e54f961def6d4481,32.985543,-7.036323,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:fb064a240663b5c00a3b86f4e74780819e0b068698813365ed6ba258fa21b8f9,40.255543,-7.031854,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:801a251afbbc77084137c243de32ecb24ad814b3eb1aed5680d244f76a11da3e,32.847414,-6.992936,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5c78ba146d99a8da018e20996889e7a0805a8f7a58c5222253b57df87b4ea1d5,40.300604,-6.980895,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:eaa979a8f1b1d1c91c6c50e5a8352f3a20180fd9222994627cbf0985c9d8c794,32.708436,-6.952559,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:54af3aeee952513e19581d966b359ea4e03cb14a4ab883bb0156a3c2dbc1c4a8,40.35004,-6.937399,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4bb39ff9b08f9e3a6838fa6c200f2938eea15624837cedeee73b77ebf4c24e67,40.409594,-6.911163,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:d7c7ff431e0d855fb497a28cc43fadc938eaf03182dc8277a574ed12a7f8eb6c,32.570129,-6.909801,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f7f357fe4eb616b4509b37695136daecb6e26126c99be73bca0b94367c72daf0,40.473936,-6.893094,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:1f0a996da90a4c21b747039443349ab1f57a7222a0637d4e0cc269c16e736a9f,32.429908,-6.873833,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:250527fff2d5481bae0c85a5c6acfbc7fb7fb8ba7ee166bf62c3394e5d4d0eed,40.534373,-6.868365,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:61de469a750a1c33c0d593f3cd29b31fa758585feebd7e913d4ef7633f3f959b,40.592105,-6.839021,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:b1519a373438647b964b47a099ef7779f7b4f618055e1cbdcc7c1f0dd6fc4073,32.289485,-6.838578,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:1f9bb58d863b7abba51edc7267aab4381fe481813267b6bc2d7f89db8b946855,40.65451,-6.817648,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:2e51911c5d970eba67e1946b2eca44158c21daf05764bb8d578776aa784d9468,40.72002,-6.801572,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:cafa45c2754f192d9117e6168c363f4cb816170dc2e076506417dbb6ecc3b099,32.15,-6.8,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:10d3e9e5a7fe86f62f3a48cf9787755a27e14502c861fb574db69215b3fdcf16,40.77808,-6.772787,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:1d08d79ef5d9827f6882953cf4e070aa8ac503faa6140cc8e61d125978e34c78,32.04735,-6.763735,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:facd7b697f0dd479b9b3011ed736dc90012a44ad38be9aa1cc7886be9c3f709f,40.826415,-6.727413,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f0457cc192fe7b3558e3b75c343ba4ffc1317efad8d2e3fe98691d5f7d2d8f4e,31.946333,-6.723629,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
