ID,first_name,gender,origin,language
214,Sofía,Female,Spanish,Spanish
215,Joaquín,Male,Spanish,Spanish
216,Lucía,Female,Spanish,Spanish
217,Ángel,Male,Spanish,Spanish
218,Inés,Female,Spanish,Spanish
219,Alejandro,Male,Spanish,Spanish
220,Valeria,Female,Spanish,Spanish
221,Tomás,Male,Spanish,Spanish
222,Bárbara,Female,Spanish,Spanish
223,Raúl,Male,Spanish,Spanish
224,Estefanía,Female,Spanish,Spanish
225,Íñigo,Male,Spanish,Spanish
226,Seán,Male,Irish,Irish Gaelic
227,Siobhán,Female,Irish,Irish Gaelic
228,Cian,Male,Irish,Irish Gaelic
229,Niamh,Female,Irish,Irish Gaelic
230,Oisín,Male,Irish,Irish Gaelic
231,Aoife,Female,Irish,Irish Gaelic
232,Tadhg,Male,Irish,Irish Gaelic
233,Róisín,Female,Irish,Irish Gaelic
234,Cathal,Male,Irish,Irish Gaelic
235,Caoimhe,Female,Irish,Irish Gaelic
236,Dónal,Male,Irish,Irish Gaelic
237,Saoirse,Female,Irish,Irish Gaelic
238,Pádraig,Male,Irish,Irish Gaelic
239,Clíodhna,Female,Irish,Irish Gaelic
240,Éamonn,Male,Irish,Irish Gaelic
241,Günther,Male,German,German
242,Dörte,Female,German,German
243,Jürgen,Male,German,German
244,Bärbel,Female,German,German
245,Lukas,Male,German,German
246,Britta,Female,German,German
247,Rüdiger,Male,German,German
248,Frauke,Female,German,German
249,Götz,Male,German,German
250,Annegret,Female,German,German
251,Sören,Male,German,German
252,Käthe,Female,German,German
253,Ömer,Male,German,German
254,Frieda,Female,German,German
255,Torsten,Male,German,German
256,Míng,Male,Chinese,Mandarin
257,Wěi,Male,Chinese,Mandarin
258,Lǐ,Female,Chinese,Mandarin
259,Xiāng,Female,Chinese,Mandarin
260,Qiáng,Male,Chinese,Mandarin
261,Fang,Female,Chinese,Mandarin
262,Háo,Male,Chinese,Mandarin
263,Yīng,Female,Chinese,Mandarin
264,Jié,Male,Chinese,Mandarin
265,Tíng,Female,Chinese,Mandarin
266,Báo,Male,Chinese,Mandarin
267,Lán,Female,Chinese,Mandarin
268,Dōng,Male,Chinese,Mandarin
269,Mei,Female,Chinese,Mandarin
270,Hán,Male,Chinese,Mandarin
271,Bénédicte,Female,Cameroon,French
272,Chérif,Male,Senegal,French / Wolof
273,Mamadou,Male,Senegal,Wolof
274,Khady,Female,Senegal,Wolof
275,Amadou,Male,Senegal,Wolof
276,Ndeye,Female,Senegal,Wolof
277,Kofi,Male,Ghana,Akan
278,Ama,Female,Ghana,Akan
279,Kwame,Male,Ghana,Akan
280,Akosua,Female,Ghana,Akan
281,Yaw,Male,Ghana,Akan
282,Abena,Female,Ghana,Akan
283,Dieudonné,Male,Cameroon,French
284,Fanta,Female,Senegal,Mandinka
285,Gifty,Female,Ghana,English
286,Nqobile,Female,South African,Zulu
287,Xolani,Male,South African,Xhosa
288,Sibusiso,Male,South African,Zulu
289,Thandeka,Female,South African,Zulu
290,Nkosilathi,Male,Zimbabwean,Ndebele
291,Tendai,Male,Zimbabwean,Shona
292,Chipo,Female,Zimbabwean,Shona
293,Farai,Male,Zimbabwean,Shona
294,Ruvimbo,Female,Zimbabwean,Shona
295,Bongani,Male,South African,Zulu
296,Nomvula,Female,South African,Zulu
297,Simba,Male,Zimbabwean,Shona
298,Nyasha,Female,Zimbabwean,Shona
299,Sipho,Male,South African,Xhosa
300,Lerato,Female,South African,Sotho
301,Zoë,Female,British,English
302,Chloë,Female,British,English
303,Noël,Male,British,French / English
304,Renée,Female,Latin,French / Latin origin
305,Aarav,Male,Hindi,Hindi
306,Ananya,Female,Hindi,Hindi
307,Vihaan,Male,Hindi,Hindi
308,Diya,Female,Hindi,Hindi
309,Arjun,Male,Hindi,Hindi
310,Saanvi,Female,Hindi,Hindi
311,Mateo,Male,American,Spanish / English
312,Jayden,Male,American,English
313,Nevaeh,Female,American,English (Peculiar)
314,Daequan,Male,American,English (Peculiar)
315,LaKeisha,Female,American,English (Peculiar)
316,José,Male,Spanish,Spanish
317,María,Female,Spanish,Spanish
318,Matias,Male,Spanish,Spanish
319,Sofía,Female,Spanish,Spanish
320,Joaquín,Male,Spanish,Spanish
321,Lucía,Female,Spanish,Spanish
322,Ángel,Male,Spanish,Spanish
323,Inés,Female,Spanish,Spanish
324,Alejandro,Male,Spanish,Spanish
325,Valeria,Female,Spanish,Spanish
326,Tomás,Male,Spanish,Spanish
327,Bárbara,Female,Spanish,Spanish
328,Raúl,Male,Spanish,Spanish
329,Estefanía,Female,Spanish,Spanish
330,Íñigo,Male,Spanish,Spanish
331,Seán,Male,Irish,Irish Gaelic
332,Siobhán,Female,Irish,Irish Gaelic
333,Cian,Male,Irish,Irish Gaelic
334,Niamh,Female,Irish,Irish Gaelic
335,Oisín,Male,Irish,Irish Gaelic
336,Aoife,Female,Irish,Irish Gaelic
337,Tadhg,Male,Irish,Irish Gaelic
338,Róisín,Female,Irish,Irish Gaelic
339,Cathal,Male,Irish,Irish Gaelic
340,Caoimhe,Female,Irish,Irish Gaelic
341,Dónal,Male,Irish,Irish Gaelic
342,Saoirse,Female,Irish,Irish Gaelic
343,Pádraig,Male,Irish,Irish Gaelic
344,Clíodhna,Female,Irish,Irish Gaelic
345,Éamonn,Male,Irish,Irish Gaelic
346,Günther,Male,German,German
347,Dörte,Female,German,German
348,Jürgen,Male,German,German
349,Bärbel,Female,German,German
350,Lukas,Male,German,German
351,Britta,Female,German,German
352,Rüdiger,Male,German,German
353,Frauke,Female,German,German
354,Götz,Male,German,German
355,Annegret,Female,German,German
356,Sören,Male,German,German
357,Käthe,Female,German,German
358,Ömer,Male,German,German
359,Frieda,Female,German,German
360,Torsten,Male,German,German
361,Míng,Male,Chinese,Mandarin
362,Wěi,Male,Chinese,Mandarin
363,Lǐ,Female,Chinese,Mandarin
364,Xiāng,Female,Chinese,Mandarin
365,Qiáng,Male,Chinese,Mandarin
366,Fang,Female,Chinese,Mandarin
367,Háo,Male,Chinese,Mandarin
368,Yīng,Female,Chinese,Mandarin
369,Jié,Male,Chinese,Mandarin
370,Tíng,Female,Chinese,Mandarin
371,Báo,Male,Chinese,Mandarin
372,Lán,Female,Chinese,Mandarin
373,Dōng,Male,Chinese,Mandarin
374,Mei,Female,Chinese,Mandarin
375,Hán,Male,Chinese,Mandarin
376,Bénédicte,Female,Cameroon,French
377,Chérif,Male,Senegal,French / Wolof
378,Mamadou,Male,Senegal,Wolof
379,Khady,Female,Senegal,Wolof
380,Amadou,Male,Senegal,Wolof
381,Ndeye,Female,Senegal,Wolof
382,Kofi,Male,Ghana,Akan
383,Ama,Female,Ghana,Akan
384,Kwame,Male,Ghana,Akan
385,Akosua,Female,Ghana,Akan
386,Yaw,Male,Ghana,Akan
387,Abena,Female,Ghana,Akan
388,Dieudonné,Male,Cameroon,French
389,Fanta,Female,Senegal,Mandinka
390,Gifty,Female,Ghana,English
391,Nqobile,Female,South African,Zulu
392,Xolani,Male,South African,Xhosa
393,Sibusiso,Male,South African,Zulu
394,Thandeka,Female,South African,Zulu
395,Nkosilathi,Male,Zimbabwean,Ndebele
396,Tendai,Male,Zimbabwean,Shona
397,Chipo,Female,Zimbabwean,Shona
398,Farai,Male,Zimbabwean,Shona
399,Ruvimbo,Female,Zimbabwean,Shona
400,Bongani,Male,South African,Zulu
401,Nomvula,Female,South African,Zulu
402,Simba,Male,Zimbabwean,Shona
403,Nyasha,Female,Zimbabwean,Shona
404,Sipho,Male,South African,Xhosa
405,Lerato,Female,South African,Sotho
406,Zoë,Female,British,English
407,Chloë,Female,British,English
408,Noël,Male,British,French / English
409,Renée,Female,Latin,French / Latin origin
410,Aarav,Male,Hindi,Hindi
411,Ananya,Female,Hindi,Hindi
412,Vihaan,Male,Hindi,Hindi
413,Diya,Female,Hindi,Hindi
414,Arjun,Male,Hindi,Hindi
415,Saanvi,Female,Hindi,Hindi
416,Mateo,Male,American,Spanish / English
417,Jayden,Male,American,English
418,Nevaeh,Female,American,English (Peculiar)
419,Daequan,Male,American,English (Peculiar)
420,LaKeisha,Female,American,English (Peculiar)
421,José,Male,Spanish,Spanish
422,María,Female,Spanish,Spanish
423,Matias,Male,Spanish,Spanish
424,Sofía,Female,Spanish,Spanish
425,Joaquín,Male,Spanish,Spanish
426,Lucía,Female,Spanish,Spanish
427,Ángel,Male,Spanish,Spanish
428,Inés,Female,Spanish,Spanish
429,Alejandro,Male,Spanish,Spanish
430,Valeria,Female,Spanish,Spanish
431,Tomás,Male,Spanish,Spanish
432,Bárbara,Female,Spanish,Spanish
433,Raúl,Male,Spanish,Spanish
434,Estefanía,Female,Spanish,Spanish
435,Íñigo,Male,Spanish,Spanish
436,Seán,Male,Irish,Irish Gaelic
437,Siobhán,Female,Irish,Irish Gaelic
438,Cian,Male,Irish,Irish Gaelic
439,Niamh,Female,Irish,Irish Gaelic
440,Oisín,Male,Irish,Irish Gaelic
441,Aoife,Female,Irish,Irish Gaelic
442,Tadhg,Male,Irish,Irish Gaelic
443,Róisín,Female,Irish,Irish Gaelic
444,Cathal,Male,Irish,Irish Gaelic
445,Caoimhe,Female,Irish,Irish Gaelic
446,Dónal,Male,Irish,Irish Gaelic
447,Saoirse,Female,Irish,Irish Gaelic
448,Pádraig,Male,Irish,Irish Gaelic
449,Clíodhna,Female,Irish,Irish Gaelic
450,Éamonn,Male,Irish,Irish Gaelic
451,Günther,Male,German,German
452,Dörte,Female,German,German
453,Jürgen,Male,German,German
454,Bärbel,Female,German,German
455,Lukas,Male,German,German
456,Britta,Female,German,German
457,Rüdiger,Male,German,German
458,Frauke,Female,German,German
459,Götz,Male,German,German
460,Annegret,Female,German,German
461,Sören,Male,German,German
462,Käthe,Female,German,German
463,Ömer,Male,German,German
464,Frieda,Female,German,German
465,Torsten,Male,German,German
466,Míng,Male,Chinese,Mandarin
467,Wěi,Male,Chinese,Mandarin
468,Lǐ,Female,Chinese,Mandarin
469,Xiāng,Female,Chinese,Mandarin
470,Qiáng,Male,Chinese,Mandarin
471,Fang,Female,Chinese,Mandarin
472,Háo,Male,Chinese,Mandarin
473,Yīng,Female,Chinese,Mandarin
474,Jié,Male,Chinese,Mandarin
475,Tíng,Female,Chinese,Mandarin
476,Báo,Male,Chinese,Mandarin
477,Lán,Female,Chinese,Mandarin
478,Dōng,Male,Chinese,Mandarin
479,Mei,Female,Chinese,Mandarin
480,Hán,Male,Chinese,Mandarin
481,Bénédicte,Female,Cameroon,French
482,Chérif,Male,Senegal,French / Wolof
483,Mamadou,Male,Senegal,Wolof
484,Khady,Female,Senegal,Wolof
485,Amadou,Male,Senegal,Wolof
486,Ndeye,Female,Senegal,Wolof
487,Kofi,Male,Ghana,Akan
488,Ama,Female,Ghana,Akan
489,Kwame,Male,Ghana,Akan
490,Akosua,Female,Ghana,Akan
491,Yaw,Male,Ghana,Akan
492,Abena,Female,Ghana,Akan
493,Dieudonné,Male,Cameroon,French
494,Fanta,Female,Senegal,Mandinka
495,Gifty,Female,Ghana,English
496,Nqobile,Female,South African,Zulu
497,Xolani,Male,South African,Xhosa
498,Sibusiso,Male,South African,Zulu
499,Thandeka,Female,South African,Zulu
500,Nkosilathi,Male,Zimbabwean,Ndebele
501,Tendai,Male,Zimbabwean,Shona
502,Chipo,Female,Zimbabwean,Shona
503,Farai,Male,Zimbabwean,Shona
504,Ruvimbo,Female,Zimbabwean,Shona
505,Bongani,Male,South African,Zulu
506,Nomvula,Female,South African,Zulu
507,Simba,Male,Zimbabwean,Shona
508,Nyasha,Female,Zimbabwean,Shona
509,Sipho,Male,South African,Xhosa
510,Lerato,Female,South African,Sotho
511,Zoë,Female,British,English
512,Chloë,Female,British,English
513,Noël,Male,British,French / English
514,Renée,Female,Latin,French / Latin origin
515,Aarav,Male,Hindi,Hindi
516,Ananya,Female,Hindi,Hindi
517,Vihaan,Male,Hindi,Hindi
518,Diya,Female,Hindi,Hindi
519,Arjun,Male,Hindi,Hindi
520,Saanvi,Female,Hindi,Hindi
521,Mateo,Male,American,Spanish / English
522,Jayden,Male,American,English
523,Nevaeh,Female,American,English (Peculiar)
524,Daequan,Male,American,English (Peculiar)
525,LaKeisha,Female,American,English (Peculiar)
526,José,Male,Spanish,Spanish
527,María,Female,Spanish,Spanish
528,Matias,Male,Spanish,Spanish
529,Sofía,Female,Spanish,Spanish
530,Joaquín,Male,Spanish,Spanish
531,Lucía,Female,Spanish,Spanish
532,Ángel,Male,Spanish,Spanish
533,Inés,Female,Spanish,Spanish
534,Alejandro,Male,Spanish,Spanish
535,Valeria,Female,Spanish,Spanish
536,Tomás,Male,Spanish,Spanish
537,Bárbara,Female,Spanish,Spanish
538,Raúl,Male,Spanish,Spanish
539,Estefanía,Female,Spanish,Spanish
540,Íñigo,Male,Spanish,Spanish
541,Seán,Male,Irish,Irish Gaelic
542,Siobhán,Female,Irish,Irish Gaelic
543,Cian,Male,Irish,Irish Gaelic
544,Niamh,Female,Irish,Irish Gaelic
545,Oisín,Male,Irish,Irish Gaelic
546,Aoife,Female,Irish,Irish Gaelic
547,Tadhg,Male,Irish,Irish Gaelic
548,Róisín,Female,Irish,Irish Gaelic
549,Cathal,Male,Irish,Irish Gaelic
550,Caoimhe,Female,Irish,Irish Gaelic
551,Dónal,Male,Irish,Irish Gaelic
552,Saoirse,Female,Irish,Irish Gaelic
553,Pádraig,Male,Irish,Irish Gaelic
554,Clíodhna,Female,Irish,Irish Gaelic
555,Éamonn,Male,Irish,Irish Gaelic
556,Günther,Male,German,German
557,Dörte,Female,German,German
558,Jürgen,Male,German,German
559,Bärbel,Female,German,German
560,Lukas,Male,German,German
561,Britta,Female,German,German
562,Rüdiger,Male,German,German
563,Frauke,Female,German,German
564,Götz,Male,German,German
565,Annegret,Female,German,German
566,Sören,Male,German,German
567,Käthe,Female,German,German
568,Ömer,Male,German,German
569,Frieda,Female,German,German
570,Torsten,Male,German,German
571,Míng,Male,Chinese,Mandarin
572,Wěi,Male,Chinese,Mandarin
573,Lǐ,Female,Chinese,Mandarin
574,Xiāng,Female,Chinese,Mandarin
575,Qiáng,Male,Chinese,Mandarin
576,Fang,Female,Chinese,Mandarin
577,Háo,Male,Chinese,Mandarin
578,Yīng,Female,Chinese,Mandarin
579,Jié,Male,Chinese,Mandarin
580,Tíng,Female,Chinese,Mandarin
581,Báo,Male,Chinese,Mandarin
582,Lán,Female,Chinese,Mandarin
583,Dōng,Male,Chinese,Mandarin
584,Mei,Female,Chinese,Mandarin
585,Hán,Male,Chinese,Mandarin
586,Bénédicte,Female,Cameroon,French
587,Chérif,Male,Senegal,French / Wolof
588,Mamadou,Male,Senegal,Wolof
589,Khady,Female,Senegal,Wolof
590,Amadou,Male,Senegal,Wolof
591,Ndeye,Female,Senegal,Wolof
592,Kofi,Male,Ghana,Akan
593,Ama,Female,Ghana,Akan
594,Kwame,Male,Ghana,Akan
595,Akosua,Female,Ghana,Akan
596,Yaw,Male,Ghana,Akan
597,Abena,Female,Ghana,Akan
598,Dieudonné,Male,Cameroon,French
599,Fanta,Female,Senegal,Mandinka
600,Gifty,Female,Ghana,English
601,Nqobile,Female,South African,Zulu
602,Xolani,Male,South African,Xhosa
603,Sibusiso,Male,South African,Zulu
604,Thandeka,Female,South African,Zulu
605,Nkosilathi,Male,Zimbabwean,Ndebele
606,Tendai,Male,Zimbabwean,Shona
607,Chipo,Female,Zimbabwean,Shona
608,Farai,Male,Zimbabwean,Shona
609,Ruvimbo,Female,Zimbabwean,Shona
610,Bongani,Male,South African,Zulu
611,Nomvula,Female,South African,Zulu
612,Simba,Male,Zimbabwean,Shona
613,Nyasha,Female,Zimbabwean,Shona
614,Sipho,Male,South African,Xhosa
615,Lerato,Female,South African,Sotho
616,Zoë,Female,British,English
617,Chloë,Female,British,English
618,Noël,Male,British,French / English
619,Renée,Female,Latin,French / Latin origin
620,Aarav,Male,Hindi,Hindi
621,Ananya,Female,Hindi,Hindi
622,Vihaan,Male,Hindi,Hindi
623,Diya,Female,Hindi,Hindi
624,Arjun,Male,Hindi,Hindi
625,Saanvi,Female,Hindi,Hindi
626,Mateo,Male,American,Spanish / English
627,Jayden,Male,American,English
628,Nevaeh,Female,American,English (Peculiar)
629,Daequan,Male,American,English (Peculiar)
630,LaKeisha,Female,American,English (Peculiar)
631,José,Male,Spanish,Spanish
632,María,Female,Spanish,Spanish
633,Matias,Male,Spanish,Spanish
634,Sofía,Female,Spanish,Spanish
635,Joaquín,Male,Spanish,Spanish
636,Lucía,Female,Spanish,Spanish
637,Ángel,Male,Spanish,Spanish
638,Inés,Female,Spanish,Spanish
639,Alejandro,Male,Spanish,Spanish
640,Valeria,Female,Spanish,Spanish
641,Tomás,Male,Spanish,Spanish
642,Bárbara,Female,Spanish,Spanish
643,Raúl,Male,Spanish,Spanish
644,Estefanía,Female,Spanish,Spanish
645,Íñigo,Male,Spanish,Spanish
646,Seán,Male,Irish,Irish Gaelic
647,Siobhán,Female,Irish,Irish Gaelic
648,Cian,Male,Irish,Irish Gaelic
649,Niamh,Female,Irish,Irish Gaelic
650,Oisín,Male,Irish,Irish Gaelic
651,Aoife,Female,Irish,Irish Gaelic
652,Tadhg,Male,Irish,Irish Gaelic
653,Róisín,Female,Irish,Irish Gaelic
654,Cathal,Male,Irish,Irish Gaelic
655,Caoimhe,Female,Irish,Irish Gaelic
656,Dónal,Male,Irish,Irish Gaelic
657,Saoirse,Female,Irish,Irish Gaelic
658,Pádraig,Male,Irish,Irish Gaelic
659,Clíodhna,Female,Irish,Irish Gaelic
660,Éamonn,Male,Irish,Irish Gaelic
661,Günther,Male,German,German
662,Dörte,Female,German,German
663,Jürgen,Male,German,German
664,Bärbel,Female,German,German
665,Lukas,Male,German,German
666,Britta,Female,German,German
667,Rüdiger,Male,German,German
668,Frauke,Female,German,German
669,Götz,Male,German,German
670,Annegret,Female,German,German
671,Sören,Male,German,German
672,Käthe,Female,German,German
673,Ömer,Male,German,German
674,Frieda,Female,German,German
675,Torsten,Male,German,German
676,Míng,Male,Chinese,Mandarin
677,Wěi,Male,Chinese,Mandarin
678,Lǐ,Female,Chinese,Mandarin
679,Xiāng,Female,Chinese,Mandarin
680,Qiáng,Male,Chinese,Mandarin
681,Fang,Female,Chinese,Mandarin
682,Háo,Male,Chinese,Mandarin
683,Yīng,Female,Chinese,Mandarin
684,Jié,Male,Chinese,Mandarin
685,Tíng,Female,Chinese,Mandarin
686,Báo,Male,Chinese,Mandarin
687,Lán,Female,Chinese,Mandarin
688,Dōng,Male,Chinese,Mandarin
689,Mei,Female,Chinese,Mandarin
690,Hán,Male,Chinese,Mandarin
691,Bénédicte,Female,Cameroon,French
692,Chérif,Male,Senegal,French / Wolof
693,Mamadou,Male,Senegal,Wolof
694,Khady,Female,Senegal,Wolof
695,Amadou,Male,Senegal,Wolof
696,Ndeye,Female,Senegal,Wolof
697,Kofi,Male,Ghana,Akan
698,Ama,Female,Ghana,Akan
699,Kwame,Male,Ghana,Akan
700,Akosua,Female,Ghana,Akan
701,Yaw,Male,Ghana,Akan
702,Abena,Female,Ghana,Akan
703,Dieudonné,Male,Cameroon,French
704,Fanta,Female,Senegal,Mandinka
705,Gifty,Female,Ghana,English
706,Nqobile,Female,South African,Zulu
707,Xolani,Male,South African,Xhosa
708,Sibusiso,Male,South African,Zulu
709,Thandeka,Female,South African,Zulu
710,Nkosilathi,Male,Zimbabwean,Ndebele
711,Tendai,Male,Zimbabwean,Shona
712,Chipo,Female,Zimbabwean,Shona
