node_id,longitude,latitude,place_id,region_code,node_role,runtime_effect_scope
roadnode:nngla:0d8bb15620ec08a7a1f4825f8ba32b7dad73513b7365b05e62579a908a3a03c2,35.842038000,1.181507000,NG-PLC-000048,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c6675a5b0f82c9187b752d1e15a87acb66a2afe06684f30fd3946d61a98d736d,36.507546000,1.341827000,NG-PLC-000049,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:7979d8c536d91880f1938ed91148eeb68dfd4366f39a8a8147d829cdadaa6479,36.892235000,1.457831000,NG-PLC-000052,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:6c8a1840bc74a001ab78a7c66f7f6fbfb385a988f802f144b042d7c703f11923,36.446055000,1.481205000,NG-PLC-000053,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9eaa4914f03d820a5a36bf22543f457c7699d99edec92a0202cb70ea3c38d5b8,36.613991000,1.422538000,NG-PLC-000054,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:daf75187140fee85f6ff35b11e17039698ac05a23690064fd7cf3c0b434443f8,36.711602000,1.043828000,NG-PLC-000055,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:fbfbae4b5696388e1002eef413b49abc5e02b59fcdb7949e2667169b0065bb8e,36.731032000,0.869974000,NG-PLC-000056,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:8949a31f475fce42405664029c33d1e2c96c65796fda663123a72e7a6dc528b0,36.964368000,1.279329000,NG-PLC-000058,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:8b9beac59f125db9e7cd2d2828ec67c0f2a49a6b99d9fa416867f4171b3ee513,37.094774000,0.943929000,NG-PLC-000059,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:533759dde2a3f3792b160d36174bccd9d86bc5427c8eb5b327a86d9853ffafdc,37.194524000,0.782276000,NG-PLC-000060,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3326cea08e50cd7a1e04ea39b7b52405a591dee86257ce3aac86e1ce2978b95e,37.162844000,0.921412000,NG-PLC-000061,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:03f604c47d8991a951e3df859a881653277f570cd02ee964205ff48a8acaad9c,37.200177000,0.970407000,NG-PLC-000062,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3c3ce5fb0750347d6379b4605dd3eb3e2f07147009e373e15b0680877d5b9c77,36.618052000,0.810240000,NG-PLC-000063,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6260fb562c3764656ff9b4ff5f99a787d14e5181cf1d785f5bfeff6e30a846ab,36.768481000,0.801604000,NG-PLC-000064,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f97a652cda8319a5c68059c7b4d4c01c2afe72be1586e7d32fd765db25a55204,37.059639000,0.643396000,NG-PLC-000065,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3f80ec51c47d8819850ccf58a52550a4196d1613d3114ea27c125c54e41bd985,37.129325000,0.526611000,NG-PLC-000066,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:bf37a0d8f50fa6c64a6c852b21a4e2e2eb1d2162bf25a3de03501a97c3d69b4e,36.776117000,0.374632000,NG-PLC-000067,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6531ff61c6d755138fc07d88b500a7fb26014aecebe4ea32f8c939dc9b01a8fa,36.800238000,0.437708000,NG-PLC-000068,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:1e08c7d7db282ebe1a39903a3102ef0dc4e8a96bdd9ea12d0dac8fcd6954e9c8,35.689888000,0.710258000,NG-PLC-000069,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:4d3e096709f0dc8047bf4d27c6fa71a18a80f18c9f0eb94b8059673ad89fdd63,35.781511000,0.726372000,NG-PLC-000070,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d3d91bcc8a5b48a338f7d63ea84d176d366503927212f4e7cfc59c7120a95c53,35.904113000,1.384289000,NG-PLC-000071,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9d316ec9e945df6cc920040edbe8276edde5bab619316782efaee0cf340d5575,35.944381000,1.332716000,NG-PLC-000072,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d5c815b801cb4d2312b255b2e65b20b6d5a4abdfa00c3e466c3defc57edf2ded,35.813421000,1.390154000,NG-PLC-000073,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:e6a06e2a717e3cac38faa9956ad512e0a043e67dda2bcb0fe28169b692e13690,35.674961000,1.411804000,NG-PLC-000075,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:54856562979d2bb3226d249c4d14e0ae3b5eaaca2e387e71d35aef922b401dc3,35.652321000,1.342548000,NG-PLC-000076,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:fb36a7d4bb7d37151793db3bcafb38715ec1b4713b08683a1b59e8d9a919b21b,35.998474000,1.054198000,NG-PLC-000077,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f32d99d27080723c11a58ae7408486e3cfe78f8b732bb7ac2aa6c4907d40e422,36.130217000,0.874777000,NG-PLC-000078,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:dae75f76f3752159f21976e8949f77c7db12a0cc6123e16338729c589d34b6ee,36.707151000,0.905187000,NG-PLC-000080,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:3cc1d3170dd55dd5835e877427c34e2649574ccbf7fcc78093f898016f56b54f,37.064428000,0.956456000,NG-PLC-000081,NGR-01,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:63411b3b7f013ac49e6c321c3d395e966a068eacaebce944b8cf331ae48b7095,36.734867000,0.368900000,NG-PLC-000082,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:49741b41ebdebbec78ca50b522c7fbcce2ca278956be1ccb5d6b129c9e5cd9e6,36.354390000,0.755747000,NG-PLC-000084,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:a4d397eb2dbb143f58dbd18c347133cd0c6ea22e8821980be596f62377cf3a39,36.986232000,0.734824000,NG-PLC-000085,NGR-01,JUNCTION,SHARED_REFERENCE
roadnode:nngla:e0dde8265deb3da9466513a6e5a610aea441937a7e246583600417c7bdb79a24,34.300000000,3.412533000,NG-PLC-000086,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:c4d26e1e8f8301fd2744362b85b55d0360ab8cb06781ad251a693fdea3e166af,34.689703000,3.301044000,NG-PLC-000087,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c63247b738013d8aee2c4eb3d7da8c0fcc12b803733ea05728e72279f8824f75,34.251230000,2.991893000,NG-PLC-000088,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:7c090e1e404fbad9ac5fd967b597554a9f156baf8e078d542054789eef8862b1,33.917715000,3.216152000,NG-PLC-000089,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:01bb9ddaad87e6e462c5e4cb0117fb1206d1dca4ded4459d25f4520e163744e5,34.273224000,3.472402000,NG-PLC-000091,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:cf735c4bcdb9156b79666b5c41ebe0054f48ac4080d01e5cf2a73605c8b631b6,34.378420000,3.458093000,NG-PLC-000092,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:da1cbd138519cf3427076cd0656f4d1903f4ffabcc754181e3e9a1a0383827c6,34.286688000,3.436013000,NG-PLC-000093,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:a7afdb04ac1090157a5da1dd9b8682bd46060147d9a90bfc5d28115497406812,34.318281000,3.370053000,NG-PLC-000094,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c8068b0099165ff88eb0d3e1d295f8e748d6805465bc1389bce5a49411f19473,34.314784000,3.435119000,NG-PLC-000095,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:8ede55bcfc223da17c1c713d9280e99d9565aad1add1d04d95f1e656dbb68a41,34.354524000,3.420893000,NG-PLC-000096,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:5ae384dc8a295fee625a0a51068e18a2a551423240cc40e681171879654155bb,34.371543000,3.401280000,NG-PLC-000097,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:30797e8f51570c4e45fa2e2cb4afed4a4d0fca5c3a32a98ca954e168e171473d,34.214282000,3.384856000,NG-PLC-000098,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:921066178be84ba69d9c9862811b3dad332556c3d80ce39c8f833cee5d95a745,34.079411000,3.409132000,NG-PLC-000099,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:693d00f7894e15df62f851ec3adc7fc1e1968934153779ab6bead69b5c2f13ff,34.300048000,3.298180000,NG-PLC-000100,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c7cdc4551b3fe928a019d7501691c0753ff3f446db2fb8a805838811d0bfb16b,34.304061000,3.558219000,NG-PLC-000101,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6b9d078c81165b4004f121932210d5774a60e62c1d39dbea9e29fe553121ea30,34.267299000,3.328735000,NG-PLC-000102,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:25a9eed2c12e1d777a84c7f79af740f8bd8817f312d49e41383c3e3d449e523e,34.142870000,3.270439000,NG-PLC-000103,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f43a5b5fc26f753765366b3d3fef2aa08cd11c004f009cee9464507e40edeee1,34.402857000,3.351954000,NG-PLC-000104,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9c9d9053ff1de0b4119e34c956c0d19b8bf43e14511343dc932a2aceae540634,34.312385000,3.241401000,NG-PLC-000105,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:76f67ab6b35328fad1628052ce32ae6851ec64fa4f35eaa9b5d847cdab29d5c2,34.430113000,3.519728000,NG-PLC-000106,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:0a5ce9c5038bc02e1fd52e7b13dbed506af304891aba545ee5a52fcc7dc9c065,34.210035000,3.407767000,NG-PLC-000108,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,34.257258000,3.213315000,NG-PLC-000109,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:a824072ec759573ecd234819b829e3a07c4f761bab3ab7a1d9b975bfccdee71f,34.984247000,3.252922000,NG-PLC-000110,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:303640fe0cd768012f25ee45691713330e7c8bcc86ddde558414adf8964be432,34.741098000,3.749528000,NG-PLC-000111,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:2a9925eb375dcfcd5389f22c4e5e24f5fbc523477cd7ca75e890214a19cdf6e2,34.911015000,3.342683000,NG-PLC-000112,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:b2db786febde990d3f6422179a0be994ca345fb8daa9c62a9ff3999d69e8321e,34.516279000,3.136699000,NG-PLC-000113,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ba3182fe8a23ee7429ced244fa094823760d42a332979e97e0c2233d6fe84f8a,34.857105000,3.521022000,NG-PLC-000114,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:cb5a6aa8e51c9b1b0a0f437a066c73c14db2078230caea398bba89c365a7671d,33.985864000,2.988536000,NG-PLC-000115,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ec9a76577a1ea972aa855afb1fe9c6d8e520a7c05f9680e623e6dce5586f545c,34.383258000,2.653056000,NG-PLC-000116,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:bbeac89b32f0074c37c195727538825e6696ea01ac56a5c03a00e5836d7cf391,34.098408000,2.771556000,NG-PLC-000118,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,34.061676000,3.182506000,NG-PLC-000119,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:983e4d52877f1a20cdb34900ee07106ec80e10f48f74cdbc0e1b628106126aff,33.902790000,2.964776000,NG-PLC-000120,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:64973e631e197114113117b4cb1b3da1a3c186f2375c6421b7683376e58d1232,33.706382000,3.367366000,NG-PLC-000121,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:0eb15770f657e3f2a41ebb4716ac0546d01fc0d8b4af7fe6a812fa553194dee7,33.862705000,3.568286000,NG-PLC-000122,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:7f1a9a86cfa3d347eef420e15fb854465aa21bb81c1175852ce3985b0bed0677,33.628564000,3.008246000,NG-PLC-000123,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:3c8d452d3d168e2a65f7f67f39b27a75086460063ebbe551f041996351a16377,34.123373000,3.333559000,NG-PLC-000124,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:1a6f29d001a97c392ab116cfa2102add5dd9b65ea1eee18f614c9ea703762407,34.798543000,3.347270000,NG-PLC-000126,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:fac02d6c808c9647305257b4ef54956acb497e0b8ecc1d3187bce9bbfd53c4da,34.687604000,3.535304000,NG-PLC-000127,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:b310750cb3b8a1332efeacfde90faeb19eecfe71f2c6d6f531fa1c594ebb2419,34.362274000,2.800595000,NG-PLC-000129,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:95735b8d2d14ebc3c86bfb1d8726c129a96b70e6c5df6d7f8af970225e367400,33.746856000,3.233516000,NG-PLC-000132,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:82d06b9b5e7bc5dcd7d0a27a179f828c51e259113a893723937d164344418ba3,33.879985000,3.317283000,NG-PLC-000133,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:87965aa71ffdc7f50dabe3ac6cf2cf8710fd9413e6ff4d3a7b2dc5399e50f527,35.060108000,3.253036000,NG-PLC-000134,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:fb63f3f3d6b673616f2a5fe1b54001ee881e7cb543a8be327b374e885b94918f,34.909714000,3.194822000,NG-PLC-000135,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c23c2fb92cd02626c0c634442698c1f066271605302dea8665a4a564c7f91b3c,34.728918000,3.706236000,NG-PLC-000136,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ea1200e331b57d3c18d6160b3313dea61115ebc38df9e7c8f10025592a8ba140,34.690297000,3.823863000,NG-PLC-000137,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ff6660a31760a091ad52adcc313cba22fd4c00d6182dcfab1b61df04a7069a76,34.922924000,3.427150000,NG-PLC-000138,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,35.038082000,3.349519000,NG-PLC-000139,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ddd4f721cb9f52de0e32e957b6f84805f153b3cff30f1c16eb5e3578ec7c1b69,34.528161000,3.049038000,NG-PLC-000140,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:129db8c5633b002a5d01263592796a799c74b221659908a7bedf2e1d7287d844,34.479123000,3.042289000,NG-PLC-000141,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:99d89e6d7503776a32c5ee057e9c61d83bc76b4f76f8c9de5d53ab93e4ff5c60,34.942059000,3.448314000,NG-PLC-000142,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:d6f29f15c5e9f305d9a03543daf64fcb44843199e3e3d81ea42ad5e6c7d56a87,34.932818000,3.533865000,NG-PLC-000143,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:43e35cfdd48b455364797fc99fdca703291d233856726554d35508bd222e471a,33.995468000,2.878933000,NG-PLC-000145,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:68c4266eb8fe4b3585c56f3b495a452d06a0363a53bbbdc11f0a6d9554f83aae,34.351924000,2.685340000,NG-PLC-000146,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f49cec5d3658dfd0129bd391eed386e7d911135fb65bca5d47c1fed4ea23626b,34.051310000,3.130189000,NG-PLC-000148,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:5a0dc5e07718fff13e994b6dc3d0f08e1528f4b7e5a38c43e283595bdf5037c5,33.893481000,3.268091000,NG-PLC-000149,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:c7d395edbf2cd02578d7555662e4c6324802a8f0f576390c837f5d255a407655,34.185587000,2.775632000,NG-PLC-000150,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9cedb71a4d1eef468335634f2a9743c5ce614feafbd601c7000079457d7cfe5d,34.162466000,2.758503000,NG-PLC-000151,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:e80343cfa6112310afc4fc3b5f8486dc915cbe530f7fb9e8c5404ff5b030f464,33.984194000,3.186966000,NG-PLC-000153,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ff3ef37c3590253cb2cb7f62fd8ceb975b6a0075f32a6f734cd5f8b514af7806,33.808016000,2.935946000,NG-PLC-000154,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f003ca9262bef64c0144d212645900a9ca9102b61eda69ff8a0453df0213fd82,33.580792000,3.394854000,NG-PLC-000156,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6d02bfa0cc60b3bb2e9a2aeb3fd983014c6e27a8d29a6dd481ee9298676cf786,33.738002000,3.420825000,NG-PLC-000157,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:96985cbd7ada894edc765cd32f44e98c574d556b6a92ad17896c3abf3644f7db,33.889722000,3.622718000,NG-PLC-000158,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3cb435ee74ccce715c74186d3557d06c667442a79a66b3b296d5260565e72fa1,33.741309000,3.489626000,NG-PLC-000159,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:bcc6306dc85429ee525dc17d2572696007c25d5fa01a913cd09d261287d2c2c2,33.569425000,2.935825000,NG-PLC-000160,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:e707dcb3750681d827771d16b505fc4ec9660700485f5195871713d216f77c10,34.184177000,3.330810000,NG-PLC-000162,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:bc9c810458a6b4471dc61b60a750c379d7803d72ca0771be8a1bc243af0309b7,34.110093000,3.290592000,NG-PLC-000163,NGR-02,JUNCTION,SHARED_REFERENCE
