name_id,canonical_name,ascii_name,name_family,derivation_type,source_record_id,source_name,source_family,transformation_rule,naming_status_code,source_basis,runtime_effect_scope,record_status
NG-NAM-SEA-000021,Faircross Vale Crossing,Faircross Vale Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000056,Faircross Vale,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000022,North Kingswell Passage,North Kingswell Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000057,North Kingswell,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000023,Kingswell End Channel,Kingswell End Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000058,Kingswell End,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000024,Brackenford Heath Crossing,Brackenford Heath Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000059,Brackenford Heath,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000025,Brackenford Grove Passage,Brackenford Grove Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000060,Brackenford Grove,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000026,Upper Rosehaven Channel,Upper Rosehaven Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000061,Upper Rosehaven,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000027,Rosehaven Meadow Crossing,Rosehaven Meadow Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000062,Rosehaven Meadow,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000028,Claybourne Ford Passage,Claybourne Ford Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000063,Claybourne Ford,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000029,Claybourne Common Channel,Claybourne Common Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000064,Claybourne Common,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000030,Little Newstead Crossing,Little Newstead Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000065,Little Newstead,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000031,Newstead Rise Passage,Newstead Rise Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000066,Newstead Rise,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000032,Larkspur Hill Channel,Larkspur Hill Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000067,Larkspur Hill,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000033,Larkspur Springs Crossing,Larkspur Springs Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000068,Larkspur Springs,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000034,West Eastbridge Passage,West Eastbridge Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000069,West Eastbridge,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000035,Eastbridge Lane Channel,Eastbridge Lane Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000070,Eastbridge Lane,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000036,Hillmark Wood Crossing,Hillmark Wood Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000071,Hillmark Wood,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000037,Hillmark Beck Passage,Hillmark Beck Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000072,Hillmark Beck,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000038,South Greyhaven Channel,South Greyhaven Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000073,South Greyhaven,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000039,Greyhaven Court Crossing,Greyhaven Court Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000074,Greyhaven Court,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000040,Stoneleigh Mill Passage,Stoneleigh Mill Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000077,Stoneleigh Mill,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000041,Stoneleigh Park Channel,Stoneleigh Park Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000078,Stoneleigh Park,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000042,Northgate Crossing,Northgate Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000086,Northgate,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000043,Caelith Passage,Caelith Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000087,Caelith,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000044,Skeldrun Channel,Skeldrun Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000088,Skeldrun,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000045,Pinebarrow Crossing,Pinebarrow Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000089,Pinebarrow,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000046,Aelgrove Passage,Aelgrove Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000110,Aelgrove,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000047,Kaedur Channel,Kaedur Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000111,Kaedur,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000048,Østmark Crossing,Ostmark Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000112,Østmark,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000049,Valekirk Passage,Valekirk Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000113,Valekirk,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000050,Snowmere Channel,Snowmere Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000114,Snowmere,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000051,Frostholm Crossing,Frostholm Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000115,Frostholm,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000052,Trossfell Passage,Trossfell Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000116,Trossfell,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000053,Birchpass Channel,Birchpass Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000117,Birchpass,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000054,Ravencrag Crossing,Ravencrag Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000118,Ravencrag,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000055,Highmere Passage,Highmere Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000119,Highmere,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000056,Cedarwick Channel,Cedarwick Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000120,Cedarwick,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000057,Bellpine Crossing,Bellpine Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000121,Bellpine,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000058,Glenvar Passage,Glenvar Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000122,Glenvar,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000059,Moorsend Channel,Moorsend Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000123,Moorsend,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000060,Lower Aelgrove Crossing,Lower Aelgrove Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000134,Lower Aelgrove,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000061,Aelgrove Fell Passage,Aelgrove Fell Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000135,Aelgrove Fell,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000062,Upper Kaedur Channel,Upper Kaedur Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000136,Upper Kaedur,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000063,Kaedur Glen Crossing,Kaedur Glen Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000137,Kaedur Glen,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000064,East Østmark Passage,East Ostmark Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000138,East Østmark,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000065,Østmark Beck Channel,Ostmark Beck Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000139,Østmark Beck,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000066,Old Valekirk Crossing,Old Valekirk Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000140,Old Valekirk,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000067,Valekirk Crag Passage,Valekirk Crag Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000141,Valekirk Crag,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000068,South Snowmere Channel,South Snowmere Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000142,South Snowmere,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000069,Snowmere Pass Crossing,Snowmere Pass Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000143,Snowmere Pass,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000070,Frostholm Moor Passage,Frostholm Moor Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000144,Frostholm Moor,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000071,Frostholm Fold Channel,Frostholm Fold Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000145,Frostholm Fold,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000072,North Trossfell Crossing,North Trossfell Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000146,North Trossfell,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000073,Trossfell Tor Passage,Trossfell Tor Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000147,Trossfell Tor,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000074,Birchpass Ridge Channel,Birchpass Ridge Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000148,Birchpass Ridge,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000075,Birchpass Tarn Crossing,Birchpass Tarn Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000149,Birchpass Tarn,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000076,West Ravencrag Passage,West Ravencrag Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000150,West Ravencrag,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000077,Ravencrag Pines Channel,Ravencrag Pines Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000151,Ravencrag Pines,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000078,Highmere Heath Crossing,Highmere Heath Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000152,Highmere Heath,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000079,Highmere Stone Passage,Highmere Stone Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000153,Highmere Stone,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000080,Lower Cedarwick Channel,Lower Cedarwick Channel,SEA_ROUTE,SOURCE_DERIVED,NGP-000154,Lower Cedarwick,PLACE,prefix=NONE;suffix=Channel,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000081,Cedarwick Birch Crossing,Cedarwick Birch Crossing,SEA_ROUTE,SOURCE_DERIVED,NGP-000155,Cedarwick Birch,PLACE,prefix=NONE;suffix=Crossing,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
NG-NAM-SEA-000082,Bellpine Dale Passage,Bellpine Dale Passage,SEA_ROUTE,SOURCE_DERIVED,NGP-000156,Bellpine Dale,PLACE,prefix=NONE;suffix=Passage,AVAILABLE,NoveGeo governed source-name roots already used by island_name_catalogue.csv; sea-route names generated as unassigned source catalogue only,SHARED_REFERENCE,ACTIVE
