road_candidate_id,road_name_id,canonical_name,road_class_code,source_name_family,planning_status,geometry_status,geometry_reference,addressing_eligible,region_code,source_basis,runtime_effect_scope
NG-RD-CAND-000024,NG-NAM-ROA-000024,Trossgate Lane,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000025,NG-NAM-ROA-000025,Ashbourne Drive,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000026,NG-NAM-ROA-000026,Crescenton Way,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000027,NG-NAM-ROA-000027,Elmtree Boulevard,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000028,NG-NAM-ROA-000028,Faircross Highway,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000029,NG-NAM-ROA-000029,Kingswell Junction,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000030,NG-NAM-ROA-000030,Brackenford Crossing,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000031,NG-NAM-ROA-000031,Rosehaven Road,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000032,NG-NAM-ROA-000032,Claybourne Street,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000033,NG-NAM-ROA-000033,Newstead Avenue,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000034,NG-NAM-ROA-000034,Larkspur Lane,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000035,NG-NAM-ROA-000035,Eastbridge Drive,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000036,NG-NAM-ROA-000036,Hillmark Way,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000037,NG-NAM-ROA-000037,Greyhaven Boulevard,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000038,NG-NAM-ROA-000038,Willowgate Highway,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000039,NG-NAM-ROA-000039,Stoneleigh Junction,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000040,NG-NAM-ROA-000040,Maple Junction Crossing,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000041,NG-NAM-ROA-000041,South Bell Road,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000042,NG-NAM-ROA-000042,Orchard End Street,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000043,NG-NAM-ROA-000043,Carrowfield Avenue,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000044,NG-NAM-ROA-000044,West Carrow Lane,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000045,NG-NAM-ROA-000045,Low Crescent Drive,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000046,NG-NAM-ROA-000046,Meridian Gate Way,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000047,NG-NAM-ROA-000047,Railview Boulevard,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000048,NG-NAM-ROA-000048,Eastbank Highway,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000049,NG-NAM-ROA-000049,Lower Ashbourne Junction,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000050,NG-NAM-ROA-000050,Ashbourne Green Crossing,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000051,NG-NAM-ROA-000051,Old Crescenton Road,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000052,NG-NAM-ROA-000052,Crescenton Fields Street,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000053,NG-NAM-ROA-000053,Elmtree Hollow Avenue,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000054,NG-NAM-ROA-000054,Elmtree Brook Lane,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000055,NG-NAM-ROA-000055,Faircross Cross Drive,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000056,NG-NAM-ROA-000056,Faircross Vale Way,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000057,NG-NAM-ROA-000057,North Kingswell Boulevard,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000058,NG-NAM-ROA-000058,Kingswell End Highway,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000059,NG-NAM-ROA-000059,Brackenford Heath Junction,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000060,NG-NAM-ROA-000060,Brackenford Grove Crossing,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000061,NG-NAM-ROA-000061,Upper Rosehaven Road,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000062,NG-NAM-ROA-000062,Rosehaven Meadow Street,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000063,NG-NAM-ROA-000063,Claybourne Ford Avenue,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000064,NG-NAM-ROA-000064,Claybourne Common Lane,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000065,NG-NAM-ROA-000065,Little Newstead Drive,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000066,NG-NAM-ROA-000066,Newstead Rise Way,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000067,NG-NAM-ROA-000067,Larkspur Hill Boulevard,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000068,NG-NAM-ROA-000068,Larkspur Springs Highway,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000069,NG-NAM-ROA-000069,West Eastbridge Junction,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000070,NG-NAM-ROA-000070,Eastbridge Lane Crossing,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000071,NG-NAM-ROA-000071,Hillmark Wood Road,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000072,NG-NAM-ROA-000072,Hillmark Beck Street,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000073,NG-NAM-ROA-000073,South Greyhaven Avenue,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000074,NG-NAM-ROA-000074,Greyhaven Court Lane,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000075,NG-NAM-ROA-000075,Willowgate Gate Drive,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000076,NG-NAM-ROA-000076,Willowgate Downs Way,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000077,NG-NAM-ROA-000077,Stoneleigh Mill Boulevard,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000078,NG-NAM-ROA-000078,Stoneleigh Park Highway,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000079,NG-NAM-ROA-000079,Cedar Market Junction,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000080,NG-NAM-ROA-000080,Junction Five Crossing,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000081,NG-NAM-ROA-000081,Old Toll Road,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000082,NG-NAM-ROA-000082,Farmers' Gate Street,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000083,NG-NAM-ROA-000083,Lantern Cross Avenue,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000084,NG-NAM-ROA-000084,Eastline Industrial Park Lane,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000085,NG-NAM-ROA-000085,Capital Logistics Zone Drive,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-01,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000086,NG-NAM-ROA-000086,Northgate Way,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000087,NG-NAM-ROA-000087,Caelith Boulevard,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000088,NG-NAM-ROA-000088,Skeldrun Highway,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000089,NG-NAM-ROA-000089,Pinebarrow Junction,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000090,NG-NAM-ROA-000090,Crown Steps Crossing,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000091,NG-NAM-ROA-000091,Highgate Core Road,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000092,NG-NAM-ROA-000092,Observatory Ward Street,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000093,NG-NAM-ROA-000093,Foundry Terrace Avenue,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000094,NG-NAM-ROA-000094,Old Switchback Lane,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000095,NG-NAM-ROA-000095,Alpine Exchange Drive,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000096,NG-NAM-ROA-000096,Northgate University District Way,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000097,NG-NAM-ROA-000097,Cloudline Boulevard,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000098,NG-NAM-ROA-000098,Pineglass Highway,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000099,NG-NAM-ROA-000099,Heather Vale Junction,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000100,NG-NAM-ROA-000100,Slate Gardens Crossing,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000101,NG-NAM-ROA-000101,Frostmere Road,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000102,NG-NAM-ROA-000102,New Albion Street,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000103,NG-NAM-ROA-000103,Kaelor Heights Avenue,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000104,NG-NAM-ROA-000104,Bramble Court Lane,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000105,NG-NAM-ROA-000105,St. Arden Drive,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000106,NG-NAM-ROA-000106,Maple Rise Way,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000107,NG-NAM-ROA-000107,Aelwood Boulevard,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000108,NG-NAM-ROA-000108,Ridgewater Highway,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
